id,actividad_id,insumo_id,cantidad,unidad,especificaciones,costo_unitario
7549,3036,74,6.64,Unidad,Para Sistema de Combustible,1428.35
7550,3037,19,7.11,Unidad,Para Sistema de Frenos,692.57
7551,3037,37,0.83,Unidad,Para Sistema de Frenos,4664.11
7552,3038,48,5.82,Kg,Para Motor,13.54
7553,3038,78,5.99,Unidad,Para Motor,57.81
7554,3039,64,8.6,Litro,Para Sistema de Dirección,37.39
7555,3039,52,3.28,Metro,Para Sistema de Dirección,30.6
7556,3039,67,2.97,Litro,Para Sistema de Dirección,32.63
7557,3040,51,9.59,Unidad,Para Carrocería,285.17
7558,3040,62,9.81,Unidad,Para Carrocería,2513.71
7559,3040,43,5.64,Unidad,Para Carrocería,55.3
7560,3040,4,5.67,Litro,Para Carrocería,24.05
7561,3041,50,4.34,Litro,Para Sistema de Frenos,26.83
7562,3041,30,2.49,Kg,Para Sistema de Frenos,9.85
7563,3041,3,0.78,Litro,Para Sistema de Frenos,28.41
7564,3042,44,2.78,Litro,Para Cuchara y Brazo,22.01
7565,3042,19,1.42,Unidad,Para Cuchara y Brazo,692.57
7566,3043,33,8.16,Rollo,Para Sistema de Transmisión,10.95
7567,3043,46,3.72,Unidad,Para Sistema de Transmisión,2133.66
7568,3044,11,3.82,Unidad,Para Cabina,182.04
7569,3045,74,9.04,Unidad,Para Filtros,1428.35
7570,3046,54,6.73,Unidad,Para Motor,289.96
7571,3046,59,2.61,Kg,Para Motor,15.9
7572,3046,56,2.56,Unidad,Para Motor,810.73
7573,3047,18,9.34,Unidad,Para Sistema de Combustible,168.23
7574,3047,56,7.38,Unidad,Para Sistema de Combustible,810.73
7575,3047,57,6.38,Unidad,Para Sistema de Combustible,32.3
7576,3047,67,7.37,Litro,Para Sistema de Combustible,32.63
7577,3048,37,0.66,Unidad,Para Tren de Rodaje,4664.11
7578,3049,24,2.19,Unidad,Para Sistema de Combustible,44.49
7579,3049,67,6.04,Litro,Para Sistema de Combustible,32.63
7580,3049,17,2.85,Unidad,Para Sistema de Combustible,2959.45
7581,3049,34,6.49,Unidad,Para Sistema de Combustible,53.29
7582,3050,14,3.8,Litro,Para Sistema de Lubricación,41.95
7583,3050,12,3.46,Unidad,Para Sistema de Lubricación,112.53
7584,3050,29,6.84,Unidad,Para Sistema de Lubricación,2962.21
7585,3050,39,8.09,Litro,Para Sistema de Lubricación,19.86
7586,3051,56,3.06,Unidad,Para Cuchara y Brazo,810.73
7587,3051,49,8.43,Unidad,Para Cuchara y Brazo,4020.01
7588,3051,65,1.71,Litro,Para Cuchara y Brazo,16.21
7589,3052,10,8.79,Unidad,Para Sistema Hidráulico,76.95
7590,3052,4,5.4,Litro,Para Sistema Hidráulico,24.05
7591,3053,24,0.74,Unidad,Para Sistema de Lubricación,44.49
7592,3054,47,6.53,Rollo,Para Sistema de Combustible,10.46
7593,3054,7,7.36,Unidad,Para Sistema de Combustible,54.31
7594,3054,8,7.31,Unidad,Para Sistema de Combustible,38.39
7595,3054,68,4.27,Unidad,Para Sistema de Combustible,5.19
7596,3055,23,9.2,Unidad,Para Cuchara y Brazo,77.47
7597,3056,67,7.02,Litro,Para Sistema de Transmisión,32.63
7598,3056,38,7.77,Litro,Para Sistema de Transmisión,21.04
7599,3056,44,2.77,Litro,Para Sistema de Transmisión,22.01
7600,3057,5,4.93,Kg,Para Neumáticos,19.17
7601,3057,9,6.9,Unidad,Para Neumáticos,153.52
7602,3058,51,3.82,Unidad,Para Filtros,285.17
7603,3058,6,5.76,Kg,Para Filtros,15.65
7604,3058,25,1.56,Unidad,Para Filtros,252.67
7605,3058,46,8.93,Unidad,Para Filtros,2133.66
7606,3059,5,8.13,Kg,Para Sistema Eléctrico,19.17
7607,3059,66,4.05,Unidad,Para Sistema Eléctrico,87.62
7608,3059,21,7.92,Unidad,Para Sistema Eléctrico,4.69
7609,3060,21,2.73,Unidad,Para Sistema de Escape,4.69
7610,3060,2,6.05,Litro,Para Sistema de Escape,18.63
7611,3060,46,1.18,Unidad,Para Sistema de Escape,2133.66
7612,3061,17,2.92,Unidad,Para Sistema de Refrigeración,2959.45
7613,3061,50,5.21,Litro,Para Sistema de Refrigeración,26.83
7614,3061,64,2.15,Litro,Para Sistema de Refrigeración,37.39
7615,3061,58,3.5,Unidad,Para Sistema de Refrigeración,83.68
7616,3062,34,6.26,Unidad,Para Tren de Rodaje,53.29
7617,3062,65,2.89,Litro,Para Tren de Rodaje,16.21
7618,3062,46,4.38,Unidad,Para Tren de Rodaje,2133.66
7619,3063,72,2.52,Unidad,Para Tren de Rodaje,879.87
7620,3063,11,5.35,Unidad,Para Tren de Rodaje,182.04
7621,3064,19,2.17,Unidad,Para Sistema Eléctrico,692.57
7622,3064,24,9.38,Unidad,Para Sistema Eléctrico,44.49
7623,3064,14,6.07,Litro,Para Sistema Eléctrico,41.95
7624,3064,30,2.66,Kg,Para Sistema Eléctrico,9.85
7625,3065,74,3.97,Unidad,Para Sistema de Lubricación,1428.35
7626,3066,34,2.96,Unidad,Para Sistema de Refrigeración,53.29
7627,3067,29,7.28,Unidad,Para Filtros,2962.21
7628,3068,74,7.9,Unidad,Para Cabina,1428.35
7629,3068,27,3.03,Unidad,Para Cabina,39.85
7630,3069,14,9.65,Litro,Para Sistema de Dirección,41.95
7631,3070,33,1.43,Rollo,Para Sistema Hidráulico,10.95
7632,3070,60,2.9,Unidad,Para Sistema Hidráulico,32.67
7633,3070,45,5.51,Unidad,Para Sistema Hidráulico,103.68
7634,3071,55,5.95,Unidad,Para Neumáticos,1559.76
7635,3072,2,6.21,Litro,Para Sistema de Combustible,18.63
7636,3072,25,5.32,Unidad,Para Sistema de Combustible,252.67
7637,3072,4,5.32,Litro,Para Sistema de Combustible,24.05
7638,3073,33,9.22,Rollo,Para Sistema de Escape,10.95
7639,3073,8,1.12,Unidad,Para Sistema de Escape,38.39
7640,3074,63,8.39,Unidad,Para Cuchara y Brazo,108.41
7641,3074,29,5.98,Unidad,Para Cuchara y Brazo,2962.21
7642,3075,5,7.34,Kg,Para Sistema de Dirección,19.17
7643,3075,9,3.1,Unidad,Para Sistema de Dirección,153.52
7644,3075,62,3.87,Unidad,Para Sistema de Dirección,2513.71
7645,3075,42,3.85,Unidad,Para Sistema de Dirección,88.45
7646,3076,52,9.23,Metro,Para Motor,30.6
7647,3076,59,1.4,Kg,Para Motor,15.9
7648,3076,35,3.31,Unidad,Para Motor,5.78
7649,3077,50,7.6,Litro,Para Sistema de Transmisión,26.83
7650,3077,61,0.66,Metro,Para Sistema de Transmisión,55.11
7651,3078,23,4.54,Unidad,Para Sistema Hidráulico,77.47
7652,3078,12,6.29,Unidad,Para Sistema Hidráulico,112.53
7653,3078,62,7.99,Unidad,Para Sistema Hidráulico,2513.71
7654,3079,68,7.43,Unidad,Para Carrocería,5.19
7655,3080,9,5.27,Unidad,Para Sistema de Lubricación,153.52
7656,3080,41,7.9,Unidad,Para Sistema de Lubricación,55.7
7657,3080,19,8.31,Unidad,Para Sistema de Lubricación,692.57
7658,3081,57,5.6,Unidad,Para Tren de Rodaje,32.3
7659,3081,3,8.05,Litro,Para Tren de Rodaje,28.41
7660,3081,18,3.92,Unidad,Para Tren de Rodaje,168.23
7661,3081,56,2.12,Unidad,Para Tren de Rodaje,810.73
7662,3082,59,4.08,Kg,Para Sistema de Frenos,15.9
7663,3082,43,3.05,Unidad,Para Sistema de Frenos,55.3
7664,3082,27,5.87,Unidad,Para Sistema de Frenos,39.85
7665,3082,55,3.84,Unidad,Para Sistema de Frenos,1559.76
7666,3083,14,5.92,Litro,Para Sistema Eléctrico,41.95
7667,3083,52,5.34,Metro,Para Sistema Eléctrico,30.6
7668,3084,60,6.61,Unidad,Para Cabina,32.67
7669,3084,31,7.03,Unidad,Para Cabina,24.59
7670,3085,13,2.3,Litro,Para Sistema Hidráulico,21.42
7671,3085,4,6.65,Litro,Para Sistema Hidráulico,24.05
7672,3085,15,6.11,Litro,Para Sistema Hidráulico,22.71
7673,3085,35,5.48,Unidad,Para Sistema Hidráulico,5.78
7674,3086,45,7.73,Unidad,Para Sistema de Escape,103.68
7675,3086,74,2.58,Unidad,Para Sistema de Escape,1428.35
7676,3086,7,6.63,Unidad,Para Sistema de Escape,54.31
7677,3087,60,2.39,Unidad,Para Filtros,32.67
7678,3088,68,7.65,Unidad,Para Sistema de Lubricación,5.19
7679,3089,37,4.61,Unidad,Para Cuchara y Brazo,4664.11
7680,3089,6,5.72,Kg,Para Cuchara y Brazo,15.65
7681,3090,9,7.27,Unidad,Para Neumáticos,153.52
7682,3090,50,6.77,Litro,Para Neumáticos,26.83
7683,3091,55,5.97,Unidad,Para Sistema de Combustible,1559.76
7684,3091,16,4.24,Unidad,Para Sistema de Combustible,3964.04
7685,3091,10,7.84,Unidad,Para Sistema de Combustible,76.95
7686,3091,70,7.51,Litro,Para Sistema de Combustible,18.43
7687,3092,5,7.34,Kg,Para Sistema de Escape,19.17
7688,3092,64,9.48,Litro,Para Sistema de Escape,37.39
7689,3093,31,1.63,Unidad,Para Sistema Eléctrico,24.59
7690,3093,22,6.07,Unidad,Para Sistema Eléctrico,45.22
7691,3093,54,6.71,Unidad,Para Sistema Eléctrico,289.96
7692,3093,17,3.31,Unidad,Para Sistema Eléctrico,2959.45
7693,3094,8,5.15,Unidad,Para Sistema Hidráulico,38.39
7694,3094,72,1.4,Unidad,Para Sistema Hidráulico,879.87
7695,3094,64,3.73,Litro,Para Sistema Hidráulico,37.39
7696,3095,38,7.34,Litro,Para Sistema de Dirección,21.04
7697,3095,67,9.53,Litro,Para Sistema de Dirección,32.63
7698,3096,63,5.11,Unidad,Para Sistema de Transmisión,108.41
7699,3096,37,1.15,Unidad,Para Sistema de Transmisión,4664.11
7700,3096,68,8.02,Unidad,Para Sistema de Transmisión,5.19
7701,3096,65,6.39,Litro,Para Sistema de Transmisión,16.21
7702,3097,61,5.89,Metro,Para Cabina,55.11
7703,3097,79,8.73,Kg,Para Cabina,13.21
7704,3098,37,9.1,Unidad,Para Motor,4664.11
7705,3098,33,6.12,Rollo,Para Motor,10.95
7706,3098,41,4.59,Unidad,Para Motor,55.7
7707,3099,59,3.39,Kg,Para Filtros,15.9
7708,3099,73,4.25,Metro,Para Filtros,26.21
7709,3099,25,4.11,Unidad,Para Filtros,252.67
7710,3099,2,5.23,Litro,Para Filtros,18.63
7711,3100,42,1.58,Unidad,Para Cuchara y Brazo,88.45
7712,3100,27,1.27,Unidad,Para Cuchara y Brazo,39.85
7713,3100,15,9.35,Litro,Para Cuchara y Brazo,22.71
7714,3100,28,5.66,Unidad,Para Cuchara y Brazo,1350.76
7715,3101,32,3.24,Rollo,Para Neumáticos,13.99
7716,3102,44,8.65,Litro,Para Sistema de Transmisión,22.01
7717,3103,1,3.08,Litro,Para Neumáticos,22.6
7718,3104,6,6.44,Kg,Para Cuchara y Brazo,15.65
7719,3105,37,7.46,Unidad,Para Sistema Eléctrico,4664.11
7720,3105,31,4.29,Unidad,Para Sistema Eléctrico,24.59
7721,3106,79,1.83,Kg,Para Sistema de Lubricación,13.21
7722,3106,71,3.44,Metro,Para Sistema de Lubricación,80.71
7723,3107,8,5.35,Unidad,Para Sistema de Dirección,38.39
7724,3107,79,6.24,Kg,Para Sistema de Dirección,13.21
7725,3107,17,7.15,Unidad,Para Sistema de Dirección,2959.45
7726,3108,42,4.8,Unidad,Para Tren de Rodaje,88.45
7727,3108,27,2.64,Unidad,Para Tren de Rodaje,39.85
7728,3108,17,9.01,Unidad,Para Tren de Rodaje,2959.45
7729,3109,58,3.43,Unidad,Para Sistema de Frenos,83.68
7730,3110,59,2.76,Kg,Para Sistema de Escape,15.9
7731,3110,50,2.05,Litro,Para Sistema de Escape,26.83
7732,3111,26,8.38,Metro,Para Sistema de Combustible,66.92
7733,3111,14,5.28,Litro,Para Sistema de Combustible,41.95
7734,3111,52,8.12,Metro,Para Sistema de Combustible,30.6
7735,3111,48,3.18,Kg,Para Sistema de Combustible,13.54
7736,3112,43,6.26,Unidad,Para Motor,55.3
7737,3112,67,0.91,Litro,Para Motor,32.63
7738,3112,21,2.76,Unidad,Para Motor,4.69
7739,3113,17,1.21,Unidad,Para Carrocería,2959.45
7740,3113,26,8.47,Metro,Para Carrocería,66.92
7741,3114,36,9.39,Unidad,Para Cabina,867.16
7742,3114,14,9.17,Litro,Para Cabina,41.95
7743,3114,23,8.36,Unidad,Para Cabina,77.47
7744,3114,51,9.56,Unidad,Para Cabina,285.17
7745,3115,15,4.18,Litro,Para Sistema Hidráulico,22.71
7746,3116,47,2.42,Rollo,Para Sistema de Refrigeración,10.46
7747,3116,44,7.6,Litro,Para Sistema de Refrigeración,22.01
7748,3116,8,6.33,Unidad,Para Sistema de Refrigeración,38.39
7749,3116,63,8.64,Unidad,Para Sistema de Refrigeración,108.41
7750,3117,69,4.84,Rollo,Para Sistema de Combustible,11.83
7751,3117,68,10.0,Unidad,Para Sistema de Combustible,5.19
7752,3117,3,3.3,Litro,Para Sistema de Combustible,28.41
7753,3118,18,1.74,Unidad,Para Filtros,168.23
7754,3118,79,9.87,Kg,Para Filtros,13.21
7755,3119,39,8.64,Litro,Para Neumáticos,19.86
7756,3120,14,7.33,Litro,Para Tren de Rodaje,41.95
7757,3120,11,6.7,Unidad,Para Tren de Rodaje,182.04
7758,3120,7,8.3,Unidad,Para Tren de Rodaje,54.31
7759,3121,71,4.92,Metro,Para Cabina,80.71
7760,3122,33,5.92,Rollo,Para Sistema de Dirección,10.95
7761,3122,80,1.01,Unidad,Para Sistema de Dirección,91.42
7762,3122,36,5.22,Unidad,Para Sistema de Dirección,867.16
7763,3122,62,2.02,Unidad,Para Sistema de Dirección,2513.71
7764,3123,63,9.23,Unidad,Para Sistema de Lubricación,108.41
7765,3123,8,9.12,Unidad,Para Sistema de Lubricación,38.39
7766,3124,10,9.3,Unidad,Para Sistema de Frenos,76.95
7767,3125,17,8.51,Unidad,Para Sistema de Transmisión,2959.45
7768,3125,11,9.74,Unidad,Para Sistema de Transmisión,182.04
7769,3125,36,8.0,Unidad,Para Sistema de Transmisión,867.16
7770,3125,69,4.44,Rollo,Para Sistema de Transmisión,11.83
7771,3126,73,5.57,Metro,Para Sistema Eléctrico,26.21
7772,3126,67,3.15,Litro,Para Sistema Eléctrico,32.63
7773,3126,75,8.93,Kg,Para Sistema Eléctrico,15.27
7774,3127,4,7.49,Litro,Para Motor,24.05
7775,3128,50,3.6,Litro,Para Cuchara y Brazo,26.83
7776,3128,44,1.99,Litro,Para Cuchara y Brazo,22.01
7777,3128,41,7.65,Unidad,Para Cuchara y Brazo,55.7
7778,3128,2,5.99,Litro,Para Cuchara y Brazo,18.63
7779,3129,77,5.7,Litro,Para Sistema de Combustible,19.39
7780,3129,25,8.83,Unidad,Para Sistema de Combustible,252.67
7781,3129,15,8.55,Litro,Para Sistema de Combustible,22.71
7782,3129,40,6.73,Kg,Para Sistema de Combustible,13.22
7783,3130,59,2.75,Kg,Para Sistema de Refrigeración,15.9
7784,3130,58,1.55,Unidad,Para Sistema de Refrigeración,83.68
7785,3130,44,5.58,Litro,Para Sistema de Refrigeración,22.01
7786,3130,61,3.43,Metro,Para Sistema de Refrigeración,55.11
7787,3131,67,6.03,Litro,Para Sistema de Escape,32.63
7788,3131,8,7.15,Unidad,Para Sistema de Escape,38.39
7789,3132,6,7.26,Kg,Para Sistema de Dirección,15.65
7790,3133,14,6.59,Litro,Para Carrocería,41.95
7791,3133,4,9.45,Litro,Para Carrocería,24.05
7792,3133,38,9.94,Litro,Para Carrocería,21.04
7793,3133,73,5.52,Metro,Para Carrocería,26.21
7794,3134,7,6.3,Unidad,Para Cabina,54.31
7795,3135,5,1.02,Kg,Para Filtros,19.17
7796,3135,4,0.53,Litro,Para Filtros,24.05
7797,3136,40,5.18,Kg,Para Neumáticos,13.22
7798,3136,70,6.05,Litro,Para Neumáticos,18.43
7799,3137,4,2.11,Litro,Para Sistema Hidráulico,24.05
7800,3137,10,7.06,Unidad,Para Sistema Hidráulico,76.95
7801,3137,64,3.08,Litro,Para Sistema Hidráulico,37.39
7802,3137,17,2.57,Unidad,Para Sistema Hidráulico,2959.45
7803,3138,23,6.16,Unidad,Para Tren de Rodaje,77.47
7804,3138,47,3.84,Rollo,Para Tren de Rodaje,10.46
7805,3138,28,7.62,Unidad,Para Tren de Rodaje,1350.76
7806,3139,68,5.92,Unidad,Para Cabina,5.19
7807,3140,63,2.83,Unidad,Para Sistema de Frenos,108.41
7808,3140,32,3.01,Rollo,Para Sistema de Frenos,13.99
7809,3141,34,4.54,Unidad,Para Cuchara y Brazo,53.29
7810,3142,70,8.79,Litro,Para Motor,18.43
7811,3142,65,7.27,Litro,Para Motor,16.21
7812,3142,15,6.98,Litro,Para Motor,22.71
7813,3143,46,2.06,Unidad,Para Sistema Eléctrico,2133.66
7814,3143,44,3.98,Litro,Para Sistema Eléctrico,22.01
7815,3143,68,3.36,Unidad,Para Sistema Eléctrico,5.19
7816,3143,55,2.73,Unidad,Para Sistema Eléctrico,1559.76
7817,3144,4,9.04,Litro,Para Sistema de Transmisión,24.05
7818,3144,24,4.97,Unidad,Para Sistema de Transmisión,44.49
7819,3144,76,2.22,Unidad,Para Sistema de Transmisión,102.65
7820,3144,13,2.45,Litro,Para Sistema de Transmisión,21.42
7821,3145,17,8.43,Unidad,Para Neumáticos,2959.45
7822,3145,79,2.98,Kg,Para Neumáticos,13.21
7823,3146,7,0.76,Unidad,Para Carrocería,54.31
7824,3147,33,4.47,Rollo,Para Sistema de Combustible,10.95
7825,3148,58,7.13,Unidad,Para Sistema de Lubricación,83.68
7826,3148,59,1.39,Kg,Para Sistema de Lubricación,15.9
7827,3149,7,0.93,Unidad,Para Sistema de Refrigeración,54.31
7828,3149,67,9.44,Litro,Para Sistema de Refrigeración,32.63
7829,3149,79,8.77,Kg,Para Sistema de Refrigeración,13.21
7830,3149,6,2.31,Kg,Para Sistema de Refrigeración,15.65
7831,3150,40,6.35,Kg,Para Sistema de Frenos,13.22
7832,3151,69,9.29,Rollo,Para Cabina,11.83
7833,3151,73,2.38,Metro,Para Cabina,26.21
7834,3151,13,7.31,Litro,Para Cabina,21.42
7835,3151,68,9.92,Unidad,Para Cabina,5.19
7836,3152,42,2.22,Unidad,Para Neumáticos,88.45
7837,3152,14,6.61,Litro,Para Neumáticos,41.95
7838,3152,35,5.88,Unidad,Para Neumáticos,5.78
7839,3153,62,3.96,Unidad,Para Sistema Eléctrico,2513.71
7840,3153,19,8.52,Unidad,Para Sistema Eléctrico,692.57
7841,3154,25,2.8,Unidad,Para Sistema de Escape,252.67
7842,3155,11,3.89,Unidad,Para Motor,182.04
7843,3155,38,8.76,Litro,Para Motor,21.04
7844,3155,17,1.22,Unidad,Para Motor,2959.45
7845,3156,77,3.62,Litro,Para Cuchara y Brazo,19.39
7846,3157,68,5.6,Unidad,Para Carrocería,5.19
7847,3157,47,7.08,Rollo,Para Carrocería,10.46
7848,3158,71,9.48,Metro,Para Sistema de Refrigeración,80.71
7849,3158,36,2.26,Unidad,Para Sistema de Refrigeración,867.16
7850,3158,66,9.81,Unidad,Para Sistema de Refrigeración,87.62
7851,3158,49,7.36,Unidad,Para Sistema de Refrigeración,4020.01
7852,3159,45,2.4,Unidad,Para Sistema de Combustible,103.68
7853,3159,78,8.44,Unidad,Para Sistema de Combustible,57.81
7854,3159,24,7.71,Unidad,Para Sistema de Combustible,44.49
7855,3159,76,4.68,Unidad,Para Sistema de Combustible,102.65
7856,3160,31,2.37,Unidad,Para Sistema de Escape,24.59
7857,3161,29,1.49,Unidad,Para Sistema Hidráulico,2962.21
7858,3162,4,3.83,Litro,Para Sistema Eléctrico,24.05
7859,3163,79,2.72,Kg,Para Carrocería,13.21
7860,3163,42,9.66,Unidad,Para Carrocería,88.45
7861,3163,25,8.44,Unidad,Para Carrocería,252.67
7862,3163,16,7.47,Unidad,Para Carrocería,3964.04
7863,3164,9,2.38,Unidad,Para Cabina,153.52
7864,3164,20,5.42,Metro,Para Cabina,23.25
7865,3165,43,3.67,Unidad,Para Motor,55.3
7866,3166,16,3.21,Unidad,Para Sistema de Frenos,3964.04
7867,3166,73,1.54,Metro,Para Sistema de Frenos,26.21
7868,3166,41,3.39,Unidad,Para Sistema de Frenos,55.7
7869,3167,61,5.53,Metro,Para Sistema de Lubricación,55.11
7870,3167,45,2.65,Unidad,Para Sistema de Lubricación,103.68
7871,3167,57,7.47,Unidad,Para Sistema de Lubricación,32.3
7872,3167,76,8.09,Unidad,Para Sistema de Lubricación,102.65
7873,3168,43,6.82,Unidad,Para Sistema de Dirección,55.3
7874,3168,12,8.37,Unidad,Para Sistema de Dirección,112.53
7875,3169,74,0.52,Unidad,Para Neumáticos,1428.35
7876,3169,17,5.3,Unidad,Para Neumáticos,2959.45
7877,3170,79,3.74,Kg,Para Sistema Eléctrico,13.21
7878,3170,15,8.73,Litro,Para Sistema Eléctrico,22.71
7879,3170,22,8.03,Unidad,Para Sistema Eléctrico,45.22
7880,3170,70,4.49,Litro,Para Sistema Eléctrico,18.43
7881,3171,21,7.76,Unidad,Para Sistema de Escape,4.69
7882,3171,41,8.84,Unidad,Para Sistema de Escape,55.7
7883,3171,33,3.11,Rollo,Para Sistema de Escape,10.95
7884,3171,23,3.82,Unidad,Para Sistema de Escape,77.47
7885,3172,17,8.88,Unidad,Para Cuchara y Brazo,2959.45
7886,3172,46,4.83,Unidad,Para Cuchara y Brazo,2133.66
7887,3173,47,1.62,Rollo,Para Carrocería,10.46
7888,3173,13,9.37,Litro,Para Carrocería,21.42
7889,3173,58,8.39,Unidad,Para Carrocería,83.68
7890,3174,69,9.85,Rollo,Para Sistema de Combustible,11.83
7891,3174,23,0.85,Unidad,Para Sistema de Combustible,77.47
7892,3174,57,6.66,Unidad,Para Sistema de Combustible,32.3
7893,3174,33,5.49,Rollo,Para Sistema de Combustible,10.95
7894,3175,31,1.75,Unidad,Para Filtros,24.59
7895,3176,80,4.5,Unidad,Para Cabina,91.42
7896,3176,56,3.65,Unidad,Para Cabina,810.73
7897,3177,13,3.97,Litro,Para Sistema de Transmisión,21.42
7898,3178,35,7.99,Unidad,Para Motor,5.78
7899,3178,53,5.29,Unidad,Para Motor,314.96
7900,3178,41,6.5,Unidad,Para Motor,55.7
7901,3179,32,7.25,Rollo,Para Sistema Hidráulico,13.99
7902,3180,16,0.54,Unidad,Para Sistema de Frenos,3964.04
7903,3180,39,1.48,Litro,Para Sistema de Frenos,19.86
7904,3180,59,8.68,Kg,Para Sistema de Frenos,15.9
7905,3180,25,3.43,Unidad,Para Sistema de Frenos,252.67
7906,3181,69,9.47,Rollo,Para Sistema de Combustible,11.83
7907,3181,4,7.18,Litro,Para Sistema de Combustible,24.05
7908,3181,65,7.87,Litro,Para Sistema de Combustible,16.21
7909,3182,62,9.04,Unidad,Para Sistema de Refrigeración,2513.71
7910,3182,55,7.97,Unidad,Para Sistema de Refrigeración,1559.76
7911,3182,79,7.24,Kg,Para Sistema de Refrigeración,13.21
7912,3183,15,4.4,Litro,Para Sistema de Lubricación,22.71
7913,3183,79,3.38,Kg,Para Sistema de Lubricación,13.21
7914,3183,38,9.25,Litro,Para Sistema de Lubricación,21.04
7915,3184,66,1.8,Unidad,Para Sistema de Transmisión,87.62
7916,3184,23,2.78,Unidad,Para Sistema de Transmisión,77.47
7917,3185,24,3.02,Unidad,Para Sistema de Escape,44.49
7918,3186,43,7.01,Unidad,Para Sistema Hidráulico,55.3
7919,3186,21,3.92,Unidad,Para Sistema Hidráulico,4.69
7920,3187,34,2.08,Unidad,Para Carrocería,53.29
7921,3187,21,4.69,Unidad,Para Carrocería,4.69
7922,3188,59,9.65,Kg,Para Sistema de Frenos,15.9
7923,3188,66,2.63,Unidad,Para Sistema de Frenos,87.62
7924,3189,62,9.53,Unidad,Para Cuchara y Brazo,2513.71
7925,3189,22,8.98,Unidad,Para Cuchara y Brazo,45.22
7926,3189,28,7.96,Unidad,Para Cuchara y Brazo,1350.76
7927,3190,23,7.11,Unidad,Para Filtros,77.47
7928,3190,54,0.95,Unidad,Para Filtros,289.96
7929,3190,36,3.81,Unidad,Para Filtros,867.16
7930,3191,66,0.99,Unidad,Para Sistema de Combustible,87.62
7931,3192,7,5.99,Unidad,Para Sistema de Transmisión,54.31
7932,3192,22,5.72,Unidad,Para Sistema de Transmisión,45.22
7933,3193,54,2.17,Unidad,Para Sistema Hidráulico,289.96
7934,3193,76,3.11,Unidad,Para Sistema Hidráulico,102.65
7935,3194,8,3.56,Unidad,Para Sistema de Frenos,38.39
7936,3195,62,3.24,Unidad,Para Filtros,2513.71
7937,3196,47,1.74,Rollo,Para Sistema de Lubricación,10.46
7938,3196,61,8.26,Metro,Para Sistema de Lubricación,55.11
7939,3196,45,6.67,Unidad,Para Sistema de Lubricación,103.68
7940,3196,44,8.71,Litro,Para Sistema de Lubricación,22.01
7941,3197,35,9.5,Unidad,Para Sistema Eléctrico,5.78
7942,3198,48,8.98,Kg,Para Sistema de Escape,13.54
7943,3198,13,4.4,Litro,Para Sistema de Escape,21.42
7944,3199,35,1.83,Unidad,Para Carrocería,5.78
7945,3199,79,1.97,Kg,Para Carrocería,13.21
7946,3199,9,5.68,Unidad,Para Carrocería,153.52
7947,3200,38,6.43,Litro,Para Sistema de Dirección,21.04
7948,3201,40,4.75,Kg,Para Sistema de Refrigeración,13.22
7949,3201,50,5.59,Litro,Para Sistema de Refrigeración,26.83
7950,3201,57,1.22,Unidad,Para Sistema de Refrigeración,32.3
7951,3202,20,1.57,Metro,Para Sistema de Combustible,23.25
7952,3203,52,7.26,Metro,Para Tren de Rodaje,30.6
7953,3203,26,2.87,Metro,Para Tren de Rodaje,66.92
7954,3203,69,3.59,Rollo,Para Tren de Rodaje,11.83
7955,3204,40,6.53,Kg,Para Cabina,13.22
7956,3204,26,4.24,Metro,Para Cabina,66.92
7957,3204,15,2.52,Litro,Para Cabina,22.71
7958,3205,27,4.18,Unidad,Para Motor,39.85
7959,3206,60,5.23,Unidad,Para Neumáticos,32.67
7960,3206,58,4.17,Unidad,Para Neumáticos,83.68
7961,3207,38,9.05,Litro,Para Sistema de Combustible,21.04
7962,3208,1,1.99,Litro,Para Carrocería,22.6
7963,3208,69,3.27,Rollo,Para Carrocería,11.83
7964,3208,26,1.15,Metro,Para Carrocería,66.92
7965,3208,44,9.8,Litro,Para Carrocería,22.01
7966,3209,79,4.06,Kg,Para Tren de Rodaje,13.21
7967,3210,45,9.76,Unidad,Para Motor,103.68
7968,3210,15,3.04,Litro,Para Motor,22.71
7969,3210,60,9.78,Unidad,Para Motor,32.67
7970,3210,4,4.83,Litro,Para Motor,24.05
7971,3211,16,6.8,Unidad,Para Sistema Eléctrico,3964.04
7972,3211,78,1.2,Unidad,Para Sistema Eléctrico,57.81
7973,3211,38,9.09,Litro,Para Sistema Eléctrico,21.04
7974,3211,56,4.55,Unidad,Para Sistema Eléctrico,810.73
7975,3212,55,7.66,Unidad,Para Sistema Hidráulico,1559.76
7976,3213,60,0.95,Unidad,Para Sistema de Frenos,32.67
7977,3213,34,6.47,Unidad,Para Sistema de Frenos,53.29
7978,3213,25,6.71,Unidad,Para Sistema de Frenos,252.67
7979,3214,53,6.92,Unidad,Para Sistema de Refrigeración,314.96
7980,3214,50,5.25,Litro,Para Sistema de Refrigeración,26.83
7981,3215,38,7.68,Litro,Para Filtros,21.04
7982,3215,22,9.31,Unidad,Para Filtros,45.22
7983,3215,34,8.88,Unidad,Para Filtros,53.29
7984,3215,33,2.8,Rollo,Para Filtros,10.95
7985,3216,35,4.18,Unidad,Para Cabina,5.78
7986,3216,53,5.74,Unidad,Para Cabina,314.96
7987,3216,38,3.02,Litro,Para Cabina,21.04
