id,plan_id,numero_orden,descripcion_componente,actividad,tiempo_min,tiempo_promedio,tiempo_max,costo_estimado
1177,134,8,Sistema de Lubricación,Cambiar aceite de motor,44,61,90,504.96
1178,134,9,Sistema de Transmisión,Revisar convertidor,24,53,73,570.57
1179,134,10,Sistema Hidráulico,Cambiar sellos de cilindro,24,52,79,102.93
1180,134,11,Sistema de Refrigeración,Limpiar radiador,44,70,82,548.83
1181,134,12,Sistema de Dirección,Engrasar articulaciones,21,34,62,169.82
1182,134,13,Sistema de Frenos,Revisar pastillas,28,38,54,283.49
1183,134,14,Tren de Rodaje,Medir desgaste de zapatas,43,69,88,87.41
1184,134,15,Motor,Inspeccionar correas,40,66,89,533.6
1185,135,1,Carrocería,Pintar partes oxidadas,21,31,51,598.04
1186,135,2,Sistema de Combustible,Revisar inyectores,42,66,79,542.46
1187,135,3,Sistema Hidráulico,Cambiar aceite hidráulico,28,41,58,345.13
1188,135,4,Sistema de Frenos,Verificar líquido de frenos,26,42,65,189.17
1189,136,1,Motor,Revisar soportes de motor,30,47,70,113.07
1190,136,2,Sistema Eléctrico,Verificar alternador,35,62,79,366.94
1191,136,3,Carrocería,Reparar abolladuras,22,35,57,525.65
1192,136,4,Sistema de Refrigeración,Revisar bomba de agua,30,42,66,537.4
1193,136,5,Tren de Rodaje,Ajustar tensión,15,43,54,470.82
1194,137,1,Cabina,Revisar asiento,19,39,49,238.8
1195,137,2,Motor,Revisar nivel de refrigerante,23,46,59,147.83
1196,137,3,Sistema Hidráulico,Verificar cilindros,28,50,67,260.22
1197,137,4,Sistema de Refrigeración,Cambiar refrigerante,36,49,69,192.42
1198,137,5,Sistema de Dirección,Verificar juego,26,40,67,116.44
1199,137,6,Tren de Rodaje,Inspeccionar rodillos,40,51,65,95.61
1200,137,7,Sistema de Lubricación,Tomar muestra de aceite,32,47,75,255.31
1201,137,8,Carrocería,Pintar partes oxidadas,34,50,62,243.28
1202,138,1,Sistema de Frenos,Purgar sistema de frenos,41,63,86,367.24
1203,138,2,Sistema de Refrigeración,Cambiar refrigerante,16,35,54,105.87
1204,138,3,Sistema de Lubricación,Cambiar aceite de motor,16,29,44,317.66
1205,138,4,Sistema de Escape,Revisar tubo de escape,32,55,72,432.44
1206,138,5,Sistema Hidráulico,Cambiar sellos de cilindro,37,65,82,179.31
1207,138,6,Tren de Rodaje,Inspeccionar rodillos,29,51,74,136.0
1208,138,7,Sistema de Transmisión,Cambiar aceite de transmisión,16,38,66,517.94
1209,138,8,Cuchara y Brazo,Soldar refuerzos,41,58,69,99.02
1210,138,9,Carrocería,Pintar partes oxidadas,42,70,93,284.69
1211,138,10,Sistema de Dirección,Verificar juego,30,48,58,175.64
1212,138,11,Neumáticos,Rotar neumáticos,29,56,81,458.4
1213,138,12,Filtros,Cambiar filtro de combustible,34,44,56,258.76
1214,139,1,Tren de Rodaje,Revisar tensión de cadena,20,31,55,386.91
1215,139,2,Carrocería,Pintar partes oxidadas,34,51,63,361.07
1216,139,3,Cuchara y Brazo,Engrasar articulaciones,43,58,75,554.7
1217,139,4,Sistema de Transmisión,Verificar cardanes,40,70,98,346.26
1218,139,5,Motor,Ajustar válvulas,28,41,63,388.12
1219,139,6,Sistema Eléctrico,Inspeccionar conexiones,27,45,60,99.77
1220,139,7,Sistema de Escape,Inspeccionar DPF,38,58,82,246.16
1221,139,8,Sistema Hidráulico,Medir presiones de bomba,27,52,70,355.22
1222,139,9,Sistema de Lubricación,Cambiar aceite de motor,39,54,64,475.88
1223,139,10,Sistema de Combustible,Limpiar trampa de agua,45,66,87,155.64
1224,139,11,Sistema de Dirección,Verificar juego,20,35,56,144.92
1225,139,12,Sistema de Frenos,Ajustar frenos,25,35,51,222.26
1226,139,13,Neumáticos,Rotar neumáticos,23,50,64,572.94
1227,139,14,Filtros,Limpiar pre-filtro,25,47,76,387.65
1228,139,15,Cabina,Verificar controles,20,40,68,348.16
1229,140,1,Cuchara y Brazo,Soldar refuerzos,32,54,81,564.32
1230,140,2,Sistema Hidráulico,Medir presiones de bomba,39,50,65,489.02
1231,140,3,Tren de Rodaje,Revisar tensión de cadena,35,61,73,192.69
1232,140,4,Neumáticos,Verificar presión,19,34,64,341.87
1233,141,1,Carrocería,Pintar partes oxidadas,35,58,77,166.93
1234,141,2,Sistema de Dirección,Alinear dirección,42,63,77,592.71
1235,141,3,Sistema de Frenos,Revisar discos,45,68,95,398.82
1236,141,4,Sistema Hidráulico,Cambiar aceite hidráulico,26,44,61,388.76
1237,141,5,Cuchara y Brazo,Soldar refuerzos,25,36,60,598.35
1238,142,1,Motor,Verificar funcionamiento de motor,44,69,85,233.55
1239,142,2,Sistema de Combustible,Limpiar trampa de agua,32,53,75,212.38
1240,142,3,Sistema de Frenos,Purgar sistema de frenos,23,38,56,165.24
1241,142,4,Carrocería,Lavar equipo completo,26,51,81,521.87
1242,142,5,Sistema de Refrigeración,Revisar mangueras,25,51,69,170.49
1243,142,6,Filtros,Cambiar filtro de aire,27,46,66,114.91
1244,142,7,Tren de Rodaje,Inspeccionar rodillos,20,49,68,425.0
1245,142,8,Sistema de Transmisión,Verificar cardanes,44,60,76,365.52
1246,143,1,Tren de Rodaje,Medir desgaste de zapatas,40,61,75,313.12
1247,143,2,Sistema de Frenos,Ajustar frenos,33,45,75,218.43
1248,143,3,Carrocería,Revisar vidrios,34,58,88,580.39
1249,143,4,Sistema de Refrigeración,Limpiar radiador,26,39,59,234.76
1250,143,5,Neumáticos,Ajustar pernos de rueda,22,42,56,341.53
1251,143,6,Sistema de Dirección,Revisar terminales,15,40,69,175.1
1252,143,7,Sistema de Escape,Cambiar empaques,39,51,72,334.44
1253,143,8,Sistema Hidráulico,Medir presiones de bomba,23,44,58,527.64
1254,143,9,Filtros,Cambiar filtro de aire,19,34,59,125.89
1255,143,10,Cabina,Verificar controles,15,32,43,549.63
1256,143,11,Sistema de Combustible,Limpiar trampa de agua,30,56,77,217.85
1257,143,12,Cuchara y Brazo,Cambiar bocinas,22,36,49,306.98
1258,144,1,Cuchara y Brazo,Engrasar articulaciones,18,39,56,192.74
1259,144,2,Sistema Eléctrico,Inspeccionar conexiones,40,61,76,245.6
1260,144,3,Sistema de Combustible,Limpiar trampa de agua,43,56,83,110.37
1261,144,4,Sistema de Lubricación,Engrasar puntos de lubricación,15,30,59,81.23
1262,144,5,Tren de Rodaje,Medir desgaste de zapatas,20,36,57,212.09
1263,144,6,Sistema Hidráulico,Medir presiones de bomba,41,62,90,274.46
1264,144,7,Motor,Ajustar válvulas,34,63,93,421.41
1265,144,8,Sistema de Dirección,Verificar juego,38,60,83,490.26
1266,144,9,Filtros,Cambiar filtro de aire,45,64,78,371.48
1267,144,10,Sistema de Frenos,Purgar sistema de frenos,27,47,77,374.34
1268,144,11,Sistema de Refrigeración,Revisar bomba de agua,26,48,64,83.72
1269,144,12,Sistema de Transmisión,Cambiar aceite de transmisión,32,50,65,217.28
1270,144,13,Carrocería,Lavar equipo completo,42,61,75,366.28
1271,144,14,Neumáticos,Rotar neumáticos,22,52,74,128.05
1272,144,15,Cabina,Verificar tablero,33,44,67,578.45
1273,145,1,Sistema Hidráulico,Cambiar aceite hidráulico,17,32,46,241.63
1274,145,2,Sistema Eléctrico,Inspeccionar conexiones,20,44,58,208.18
1275,145,3,Sistema de Refrigeración,Limpiar radiador,42,52,78,387.24
1276,145,4,Neumáticos,Reparar pinchazo,41,57,67,506.92
1277,146,1,Sistema Hidráulico,Cambiar sellos de cilindro,23,34,44,473.99
1278,146,2,Sistema de Lubricación,Tomar muestra de aceite,31,49,63,439.88
1279,146,3,Sistema de Transmisión,Ajustar embrague,25,47,75,537.99
1280,146,4,Sistema de Frenos,Purgar sistema de frenos,18,29,49,330.07
1281,146,5,Neumáticos,Reparar pinchazo,29,49,61,398.03
1282,147,1,Filtros,Cambiar filtro de combustible,35,59,76,360.69
1283,147,2,Sistema de Combustible,Verificar bomba de combustible,20,47,61,355.27
1284,147,3,Sistema de Transmisión,Revisar convertidor,42,68,97,345.88
1285,147,4,Motor,Revisar soportes de motor,33,45,65,452.15
1286,147,5,Neumáticos,Inspeccionar desgaste,35,49,79,512.13
1287,147,6,Sistema de Refrigeración,Limpiar radiador,27,55,76,407.68
1288,147,7,Sistema de Escape,Inspeccionar DPF,24,50,68,546.73
1289,147,8,Sistema Hidráulico,Medir presiones de bomba,17,41,66,146.05
1290,148,1,Sistema de Escape,Verificar silenciador,25,47,60,336.98
1291,148,2,Filtros,Limpiar pre-filtro,15,40,69,379.27
1292,148,3,Cabina,Limpiar filtros de aire acondicionado,35,60,87,100.07
1293,148,4,Cuchara y Brazo,Verificar pasadores,41,65,80,501.21
1294,148,5,Neumáticos,Verificar presión,36,62,85,158.0
1295,148,6,Sistema de Transmisión,Ajustar embrague,40,56,82,497.17
1296,148,7,Sistema Hidráulico,Cambiar sellos de cilindro,27,47,67,108.94
1297,148,8,Sistema Eléctrico,Verificar motor de arranque,33,57,72,112.24
1298,148,9,Sistema de Lubricación,Tomar muestra de aceite,15,31,43,304.3
1299,148,10,Carrocería,Inspección visual,17,31,47,361.53
1300,148,11,Tren de Rodaje,Verificar sprockets,41,70,82,80.15
1301,148,12,Motor,Ajustar válvulas,37,53,73,406.4
1302,149,1,Filtros,Cambiar filtro de aceite,24,34,64,80.64
1303,149,2,Motor,Inspeccionar correas,22,47,70,406.3
1304,149,3,Sistema de Refrigeración,Cambiar refrigerante,30,54,77,493.76
1305,149,4,Sistema Eléctrico,Inspeccionar conexiones,45,71,91,449.3
1306,149,5,Sistema de Frenos,Revisar pastillas,40,59,86,156.8
1307,149,6,Sistema de Escape,Inspeccionar DPF,25,41,60,242.28
1308,149,7,Cuchara y Brazo,Revisar dientes,31,54,78,598.09
1309,149,8,Sistema de Lubricación,Tomar muestra de aceite,22,33,61,450.35
1310,149,9,Cabina,Revisar asiento,32,48,64,145.54
1311,149,10,Neumáticos,Verificar presión,34,54,78,234.54
1312,149,11,Sistema de Transmisión,Cambiar aceite de transmisión,39,55,77,537.68
1313,149,12,Tren de Rodaje,Revisar tensión de cadena,20,50,74,420.87
1314,149,13,Sistema de Dirección,Revisar terminales,20,45,57,544.03
1315,149,14,Sistema de Combustible,Cambiar cañerías,41,69,97,267.8
1316,149,15,Carrocería,Pintar partes oxidadas,20,34,57,321.16
1317,150,1,Sistema de Combustible,Verificar bomba de combustible,19,40,61,275.2
1318,150,2,Sistema de Lubricación,Engrasar puntos de lubricación,17,37,62,258.38
1319,150,3,Sistema de Escape,Cambiar empaques,37,58,73,518.21
1320,150,4,Cabina,Revisar asiento,30,46,72,234.46
1321,151,1,Sistema de Transmisión,Revisar convertidor,33,47,59,87.35
1322,151,2,Sistema de Refrigeración,Revisar bomba de agua,31,60,84,588.83
1323,151,3,Motor,Revisar nivel de refrigerante,28,38,61,173.36
1324,151,4,Cabina,Verificar tablero,37,61,84,388.4
1325,151,5,Cuchara y Brazo,Engrasar articulaciones,39,63,81,517.27
1326,152,1,Filtros,Cambiar filtro de cabina,37,66,94,488.91
1327,152,2,Cuchara y Brazo,Engrasar articulaciones,25,47,67,372.07
1328,152,3,Sistema de Dirección,Verificar juego,43,53,79,109.66
1329,152,4,Carrocería,Lavar equipo completo,25,45,75,376.91
1330,152,5,Sistema de Frenos,Ajustar frenos,42,60,73,221.37
1331,152,6,Cabina,Verificar tablero,40,59,79,135.82
1332,152,7,Sistema de Combustible,Revisar inyectores,28,44,73,364.4
1333,152,8,Sistema de Lubricación,Verificar nivel de aceite,30,55,71,590.57
1334,153,1,Sistema Hidráulico,Verificar cilindros,31,55,73,186.87
1335,153,2,Sistema de Lubricación,Tomar muestra de aceite,23,42,53,472.53
1336,153,3,Sistema de Dirección,Verificar juego,23,38,62,201.95
1337,153,4,Sistema de Transmisión,Revisar convertidor,41,63,88,278.11
1338,153,5,Sistema de Escape,Verificar silenciador,23,37,58,102.87
1339,153,6,Tren de Rodaje,Ajustar tensión,35,45,72,566.84
1340,153,7,Sistema Eléctrico,Inspeccionar conexiones,32,43,53,120.82
1341,153,8,Carrocería,Revisar vidrios,19,33,63,421.35
1342,153,9,Cabina,Verificar tablero,31,59,71,293.65
1343,153,10,Motor,Verificar funcionamiento de motor,43,71,97,209.88
1344,153,11,Sistema de Combustible,Limpiar trampa de agua,37,62,82,305.91
1345,153,12,Cuchara y Brazo,Soldar refuerzos,41,63,80,316.08
1346,154,1,Sistema Hidráulico,Verificar cilindros,25,48,63,91.19
1347,154,2,Carrocería,Revisar vidrios,38,60,76,169.78
1348,154,3,Neumáticos,Verificar presión,36,55,68,220.9
1349,154,4,Cuchara y Brazo,Soldar refuerzos,30,43,57,80.94
1350,154,5,Motor,Revisar nivel de refrigerante,26,43,54,454.38
1351,154,6,Cabina,Revisar asiento,30,54,73,215.27
1352,154,7,Sistema de Frenos,Ajustar frenos,45,63,89,598.24
1353,154,8,Sistema Eléctrico,Revisar luces de trabajo,32,43,70,169.37
1354,154,9,Sistema de Lubricación,Engrasar puntos de lubricación,44,56,75,484.23
1355,154,10,Tren de Rodaje,Inspeccionar rodillos,20,50,70,108.57
1356,154,11,Sistema de Transmisión,Verificar cardanes,29,47,65,217.85
1357,154,12,Sistema de Refrigeración,Revisar bomba de agua,31,46,58,457.16
1358,154,13,Filtros,Cambiar filtro de aire,26,47,65,312.42
1359,154,14,Sistema de Dirección,Alinear dirección,34,55,80,456.99
1360,154,15,Sistema de Escape,Revisar turbo,20,32,52,198.59
1361,155,1,Sistema de Lubricación,Engrasar puntos de lubricación,45,59,70,386.69
1362,155,2,Tren de Rodaje,Ajustar tensión,39,60,89,289.74
1363,155,3,Sistema de Frenos,Verificar líquido de frenos,40,55,68,145.88
1364,155,4,Sistema de Transmisión,Revisar convertidor,35,63,78,398.95
1365,156,1,Sistema de Refrigeración,Revisar mangueras,40,66,95,347.97
1366,156,2,Sistema de Transmisión,Ajustar embrague,40,68,85,413.29
1367,156,3,Cuchara y Brazo,Soldar refuerzos,16,46,68,328.25
1368,156,4,Tren de Rodaje,Ajustar tensión,37,59,70,463.57
1369,156,5,Carrocería,Pintar partes oxidadas,45,58,73,88.59
1370,157,1,Motor,Inspeccionar correas,43,69,87,407.42
1371,157,2,Sistema de Frenos,Revisar discos,36,57,84,91.57
1372,157,3,Carrocería,Revisar vidrios,42,53,66,459.6
1373,157,4,Sistema de Transmisión,Engrasar crucetas,43,71,86,410.45
1374,157,5,Sistema de Escape,Inspeccionar DPF,27,47,70,358.5
1375,157,6,Sistema de Dirección,Revisar bomba de dirección,40,51,74,293.28
1376,157,7,Sistema Hidráulico,Cambiar aceite hidráulico,33,51,74,563.2
1377,157,8,Cabina,Revisar cinturón de seguridad,42,53,79,222.28
1378,158,1,Sistema de Refrigeración,Revisar bomba de agua,35,65,80,89.42
1379,158,2,Sistema de Escape,Verificar silenciador,32,55,65,186.34
1380,158,3,Sistema de Dirección,Alinear dirección,21,48,66,236.83
1381,158,4,Cabina,Limpiar filtros de aire acondicionado,36,60,74,471.21
1382,158,5,Cuchara y Brazo,Verificar pasadores,41,65,78,236.79
1383,158,6,Sistema de Transmisión,Cambiar aceite de transmisión,23,38,49,575.3
1384,158,7,Motor,Ajustar válvulas,41,56,79,97.12
1385,158,8,Sistema Eléctrico,Verificar alternador,41,59,72,496.43
1386,158,9,Filtros,Cambiar filtro de cabina,35,52,77,328.9
1387,158,10,Sistema Hidráulico,Verificar cilindros,39,63,93,589.41
1388,158,11,Sistema de Frenos,Verificar líquido de frenos,40,57,68,331.59
1389,158,12,Neumáticos,Reparar pinchazo,39,56,72,552.03
1390,159,1,Sistema Eléctrico,Revisar batería,37,65,77,289.55
1391,159,2,Sistema Hidráulico,Verificar cilindros,30,53,78,599.71
1392,159,3,Neumáticos,Reparar pinchazo,19,39,59,514.08
1393,159,4,Cuchara y Brazo,Cambiar bocinas,34,60,72,314.94
1394,159,5,Filtros,Cambiar filtro de combustible,28,46,61,382.51
1395,159,6,Motor,Ajustar válvulas,45,70,86,437.41
1396,159,7,Sistema de Lubricación,Tomar muestra de aceite,22,40,51,350.01
1397,159,8,Sistema de Escape,Inspeccionar DPF,18,34,49,347.99
1398,159,9,Sistema de Dirección,Engrasar articulaciones,37,51,61,441.94
1399,159,10,Sistema de Transmisión,Engrasar crucetas,34,59,89,298.19
1400,159,11,Sistema de Combustible,Cambiar cañerías,21,41,58,569.39
1401,159,12,Sistema de Frenos,Verificar líquido de frenos,36,53,75,449.13
1402,159,13,Carrocería,Reparar abolladuras,30,43,58,214.76
1403,159,14,Sistema de Refrigeración,Revisar bomba de agua,16,27,37,577.45
1404,159,15,Cabina,Revisar asiento,16,45,73,526.15
1405,160,1,Sistema Eléctrico,Revisar luces de trabajo,19,47,64,447.46
1406,160,2,Neumáticos,Ajustar pernos de rueda,29,51,78,598.44
1407,160,3,Filtros,Cambiar filtro de cabina,44,62,92,177.31
1408,160,4,Motor,Revisar nivel de refrigerante,27,49,66,402.4
1409,161,1,Sistema Eléctrico,Verificar motor de arranque,15,31,61,179.79
1410,161,2,Neumáticos,Ajustar pernos de rueda,29,47,75,362.91
1411,161,3,Sistema de Transmisión,Cambiar aceite de transmisión,31,50,64,170.99
1412,161,4,Sistema de Dirección,Revisar bomba de dirección,29,41,59,552.03
1413,161,5,Motor,Inspeccionar correas,23,47,75,114.92
1414,162,1,Neumáticos,Reparar pinchazo,31,59,88,555.41
1415,162,2,Cabina,Verificar tablero,38,49,70,134.46
1416,162,3,Sistema Hidráulico,Verificar cilindros,38,48,70,532.66
1417,162,4,Sistema de Lubricación,Tomar muestra de aceite,42,56,72,433.32
1418,162,5,Cuchara y Brazo,Engrasar articulaciones,32,61,87,155.42
1419,162,6,Sistema de Transmisión,Cambiar aceite de transmisión,38,52,77,336.66
1420,162,7,Motor,Inspeccionar correas,41,58,77,320.13
1421,162,8,Sistema de Refrigeración,Verificar termostato,33,61,73,227.56
1422,163,1,Sistema de Refrigeración,Limpiar radiador,21,42,71,573.82
1423,163,2,Sistema de Frenos,Revisar pastillas,26,47,66,348.21
1424,163,3,Sistema de Lubricación,Cambiar aceite de motor,19,36,62,92.35
1425,163,4,Sistema Eléctrico,Revisar batería,39,52,62,303.15
1426,163,5,Sistema Hidráulico,Verificar cilindros,28,41,52,563.23
1427,163,6,Filtros,Limpiar pre-filtro,21,38,52,543.97
1428,163,7,Sistema de Transmisión,Engrasar crucetas,15,27,49,287.78
1429,163,8,Sistema de Dirección,Engrasar articulaciones,43,61,82,421.19
1430,163,9,Carrocería,Revisar vidrios,42,56,79,190.55
1431,163,10,Tren de Rodaje,Verificar sprockets,16,41,52,177.32
1432,163,11,Motor,Inspeccionar correas,20,44,74,436.04
1433,163,12,Cuchara y Brazo,Soldar refuerzos,45,56,73,336.25
1434,164,1,Sistema de Dirección,Verificar juego,28,48,66,306.34
1435,164,2,Sistema de Transmisión,Verificar cardanes,20,39,62,412.64
1436,164,3,Motor,Revisar nivel de refrigerante,19,31,42,447.0
1437,164,4,Sistema de Lubricación,Verificar nivel de aceite,25,55,79,338.33
1438,164,5,Sistema de Escape,Revisar tubo de escape,33,49,69,152.46
1439,164,6,Cuchara y Brazo,Cambiar bocinas,24,42,71,86.68
1440,164,7,Sistema de Frenos,Revisar pastillas,44,61,83,336.69
1441,164,8,Sistema de Refrigeración,Revisar mangueras,27,50,80,285.68
1442,164,9,Filtros,Cambiar filtro de cabina,43,53,83,248.69
1443,164,10,Tren de Rodaje,Verificar sprockets,34,55,79,232.05
1444,164,11,Sistema Eléctrico,Revisar batería,21,31,47,193.15
1445,164,12,Carrocería,Revisar vidrios,43,53,73,405.54
1446,164,13,Sistema de Combustible,Drenar tanque,27,38,59,386.29
1447,164,14,Neumáticos,Reparar pinchazo,40,60,85,173.5
1448,164,15,Cabina,Verificar controles,34,56,69,301.82
1449,165,1,Sistema Hidráulico,Verificar cilindros,27,47,66,116.74
1450,165,2,Sistema de Lubricación,Cambiar aceite de motor,41,56,69,576.27
1451,165,3,Cuchara y Brazo,Verificar pasadores,15,44,58,413.49
1452,165,4,Sistema de Frenos,Verificar líquido de frenos,18,35,47,456.45
1453,166,1,Sistema de Lubricación,Verificar nivel de aceite,45,67,81,328.11
1454,166,2,Cuchara y Brazo,Verificar pasadores,16,31,46,269.66
1455,166,3,Tren de Rodaje,Verificar sprockets,25,40,68,517.52
1456,166,4,Filtros,Limpiar pre-filtro,16,42,59,446.87
1457,166,5,Sistema de Refrigeración,Cambiar refrigerante,24,46,59,455.91
1458,167,1,Sistema de Refrigeración,Revisar mangueras,31,50,63,254.93
1459,167,2,Sistema de Escape,Inspeccionar DPF,41,51,74,347.56
1460,167,3,Tren de Rodaje,Inspeccionar rodillos,23,34,59,154.48
1461,167,4,Sistema de Transmisión,Verificar cardanes,15,28,50,402.14
1462,167,5,Sistema de Combustible,Drenar tanque,15,25,39,174.64
1463,167,6,Sistema de Frenos,Verificar líquido de frenos,45,72,101,388.11
1464,167,7,Sistema de Lubricación,Verificar nivel de aceite,23,39,57,440.4
1465,167,8,Motor,Revisar soportes de motor,20,38,52,580.18
1466,168,1,Carrocería,Inspección visual,17,34,46,441.13
1467,168,2,Sistema Eléctrico,Verificar motor de arranque,18,34,44,356.67
1468,168,3,Neumáticos,Ajustar pernos de rueda,17,30,59,502.54
1469,168,4,Sistema Hidráulico,Verificar cilindros,22,39,57,546.08
1470,168,5,Sistema de Combustible,Limpiar trampa de agua,28,57,81,172.08
1471,168,6,Filtros,Cambiar filtro de aceite,27,44,69,99.07
1472,168,7,Motor,Revisar soportes de motor,43,67,93,216.02
1473,168,8,Tren de Rodaje,Verificar sprockets,45,67,89,368.25
1474,168,9,Sistema de Frenos,Verificar líquido de frenos,29,59,89,192.11
1475,168,10,Sistema de Lubricación,Cambiar aceite de motor,21,44,70,524.28
1476,168,11,Sistema de Escape,Cambiar empaques,24,36,54,396.7
1477,168,12,Sistema de Transmisión,Cambiar aceite de transmisión,34,53,77,84.97
1478,169,1,Sistema de Frenos,Ajustar frenos,17,41,70,135.84
1479,169,2,Sistema Hidráulico,Verificar cilindros,21,31,41,327.27
1480,169,3,Sistema Eléctrico,Revisar luces de trabajo,35,51,76,122.31
1481,169,4,Sistema de Lubricación,Engrasar puntos de lubricación,23,40,63,595.71
1482,169,5,Neumáticos,Inspeccionar desgaste,27,48,75,593.76
1483,169,6,Cabina,Limpiar filtros de aire acondicionado,39,55,74,378.96
1484,169,7,Sistema de Dirección,Alinear dirección,25,35,54,279.73
1485,169,8,Carrocería,Revisar vidrios,20,39,60,373.08
1486,169,9,Filtros,Cambiar filtro de aceite,36,54,72,132.29
1487,169,10,Sistema de Refrigeración,Revisar mangueras,43,62,84,409.74
1488,169,11,Motor,Inspeccionar correas,40,61,75,347.6
1489,169,12,Cuchara y Brazo,Cambiar bocinas,33,45,69,481.45
1490,169,13,Tren de Rodaje,Medir desgaste de zapatas,44,56,77,596.89
1491,169,14,Sistema de Combustible,Revisar inyectores,41,67,91,434.38
1492,169,15,Sistema de Transmisión,Verificar cardanes,19,36,65,474.18
1493,170,1,Sistema de Refrigeración,Limpiar radiador,25,50,64,469.02
1494,170,2,Sistema de Transmisión,Verificar cardanes,40,57,69,467.67
1495,170,3,Filtros,Limpiar pre-filtro,39,62,82,200.3
1496,170,4,Sistema de Escape,Inspeccionar DPF,20,43,62,407.75
1497,171,1,Sistema de Transmisión,Cambiar aceite de transmisión,27,50,75,282.93
1498,171,2,Sistema de Lubricación,Tomar muestra de aceite,41,70,91,409.81
1499,171,3,Tren de Rodaje,Medir desgaste de zapatas,24,41,52,276.31
1500,171,4,Sistema Eléctrico,Verificar alternador,19,47,63,539.85
1501,171,5,Cuchara y Brazo,Cambiar bocinas,15,26,42,553.58
1502,172,1,Filtros,Cambiar filtro de aceite,18,37,54,210.47
1503,172,2,Tren de Rodaje,Medir desgaste de zapatas,20,37,48,185.37
1504,172,3,Sistema de Escape,Inspeccionar DPF,37,56,72,402.14
1505,172,4,Sistema de Combustible,Revisar inyectores,40,70,96,349.88
1506,172,5,Neumáticos,Inspeccionar desgaste,32,58,80,463.4
1507,172,6,Cabina,Verificar controles,27,38,65,421.89
1508,172,7,Carrocería,Lavar equipo completo,36,52,66,365.7
1509,172,8,Motor,Revisar nivel de refrigerante,40,58,68,225.93
1510,173,1,Sistema de Combustible,Verificar bomba de combustible,23,53,74,329.91
1511,173,2,Tren de Rodaje,Ajustar tensión,30,56,72,85.69
1512,173,3,Sistema de Transmisión,Ajustar embrague,25,54,84,418.45
1513,173,4,Sistema de Escape,Cambiar empaques,20,41,71,533.57
1514,173,5,Sistema Hidráulico,Cambiar aceite hidráulico,24,50,61,273.26
1515,173,6,Neumáticos,Inspeccionar desgaste,38,51,64,272.97
1516,173,7,Sistema Eléctrico,Verificar motor de arranque,23,51,72,345.89
1517,173,8,Carrocería,Pintar partes oxidadas,35,58,76,558.89
1518,173,9,Sistema de Refrigeración,Revisar bomba de agua,27,49,60,208.57
1519,173,10,Cuchara y Brazo,Soldar refuerzos,43,55,80,457.63
1520,173,11,Sistema de Lubricación,Tomar muestra de aceite,45,63,78,378.42
1521,173,12,Motor,Revisar nivel de refrigerante,28,50,71,575.09
1522,174,1,Sistema de Refrigeración,Revisar mangueras,24,43,60,553.98
1523,174,2,Sistema de Transmisión,Revisar convertidor,31,44,59,485.03
1524,174,3,Sistema de Escape,Verificar silenciador,27,43,64,567.35
1525,174,4,Sistema de Combustible,Cambiar cañerías,17,30,55,183.0
1526,174,5,Cabina,Revisar asiento,22,32,48,362.94
1527,174,6,Cuchara y Brazo,Soldar refuerzos,36,47,57,458.37
1528,174,7,Sistema de Frenos,Verificar líquido de frenos,22,41,69,207.54
1529,174,8,Sistema Hidráulico,Verificar cilindros,36,46,71,534.1
1530,174,9,Neumáticos,Reparar pinchazo,45,69,86,182.17
1531,174,10,Carrocería,Pintar partes oxidadas,19,34,56,404.63
1532,174,11,Filtros,Cambiar filtro de combustible,38,58,88,194.48
1533,174,12,Sistema de Lubricación,Tomar muestra de aceite,30,52,68,136.69
1534,174,13,Sistema Eléctrico,Revisar luces de trabajo,32,52,67,414.24
1535,174,14,Sistema de Dirección,Revisar terminales,42,53,64,453.32
1536,174,15,Motor,Ajustar válvulas,27,53,66,127.83
1537,175,1,Sistema de Refrigeración,Verificar termostato,45,59,82,482.08
1538,175,2,Carrocería,Lavar equipo completo,17,46,67,110.25
1539,175,3,Cabina,Limpiar filtros de aire acondicionado,16,45,67,559.17
1540,175,4,Sistema de Transmisión,Revisar convertidor,30,60,80,428.08
1541,176,1,Filtros,Limpiar pre-filtro,32,59,76,183.5
1542,176,2,Neumáticos,Verificar presión,28,55,67,460.71
1543,176,3,Cuchara y Brazo,Soldar refuerzos,18,44,66,332.55
1544,176,4,Sistema Hidráulico,Verificar cilindros,17,42,55,220.91
1545,176,5,Sistema de Frenos,Ajustar frenos,42,60,70,463.66
1546,177,1,Cabina,Limpiar filtros de aire acondicionado,22,36,66,598.15
1547,177,2,Sistema Eléctrico,Verificar alternador,22,35,49,564.67
1548,177,3,Sistema de Escape,Revisar tubo de escape,22,40,55,379.55
1549,177,4,Sistema de Dirección,Revisar terminales,19,39,50,307.11
1550,177,5,Sistema de Transmisión,Revisar convertidor,41,69,90,301.21
1551,177,6,Motor,Revisar soportes de motor,34,44,58,288.46
1552,177,7,Sistema Hidráulico,Medir presiones de bomba,42,58,72,414.42
1553,177,8,Carrocería,Lavar equipo completo,35,49,77,425.41
1554,178,1,Sistema Eléctrico,Revisar luces de trabajo,41,59,74,566.5
1555,178,2,Sistema Hidráulico,Cambiar sellos de cilindro,37,48,69,429.69
1556,178,3,Sistema de Frenos,Revisar pastillas,40,54,64,376.15
1557,178,4,Carrocería,Reparar abolladuras,22,37,61,301.01
