id,actividad_id,insumo_id,cantidad,unidad,especificaciones,costo_unitario,costo_total
1078,1445,77,3.96,Metro,Requerido para Revisar vidrios,71.69,283.89
1079,1446,21,4.84,Unidad,Requerido para Drenar tanque,5.01,24.25
1080,1446,59,1.66,Unidad,Requerido para Drenar tanque,0.59,0.98
1081,1457,18,4.77,Unidad,Requerido para Cambiar refrigerante,176.73,843.00
1082,1461,23,4.80,Unidad,Requerido para Verificar cardanes,76.86,368.93
1083,1461,58,1.06,Unidad,Requerido para Verificar cardanes,3.64,3.86
1084,1461,46,3.24,Litro,Requerido para Verificar cardanes,27.33,88.55
1085,1464,51,4.14,Unidad,Requerido para Verificar nivel de aceite,45.82,189.69
1086,1464,59,4.61,Unidad,Requerido para Verificar nivel de aceite,0.59,2.72
1087,1464,55,3.43,Kg,Requerido para Verificar nivel de aceite,10.52,36.08
1088,1466,70,4.64,Unidad,Requerido para Inspección visual,48.52,225.13
1089,1466,7,4.65,Unidad,Requerido para Inspección visual,40.85,189.95
1090,1466,4,3.58,Litro,Requerido para Inspección visual,27.70,99.17
1091,1467,10,2.09,Unidad,Requerido para Verificar motor de arranque,79.32,165.78
1092,1467,18,4.66,Unidad,Requerido para Verificar motor de arranque,176.73,823.56
1093,1467,38,3.24,Unidad,Requerido para Verificar motor de arranque,0.47,1.52
1094,1468,26,3.68,Metro,Requerido para Ajustar pernos de rueda,70.24,258.48
1095,1469,47,2.29,Kg,Requerido para Verificar cilindros,9.44,21.62
1096,1469,42,2.07,Unidad,Requerido para Verificar cilindros,14.16,29.31
1097,1469,54,1.60,Kg,Requerido para Verificar cilindros,13.04,20.86
1098,1471,59,4.59,Unidad,Requerido para Cambiar filtro de aceite,0.59,2.71
1099,1471,34,1.92,Spray,Requerido para Cambiar filtro de aceite,12.09,23.21
1100,1471,68,2.12,Unidad,Requerido para Cambiar filtro de aceite,323.88,686.63
1101,1473,28,1.44,Unidad,Requerido para Verificar sprockets,1222.27,1760.07
1102,1474,13,3.39,Litro,Requerido para Verificar líquido de frenos,21.90,74.24
1103,1474,20,4.57,Metro,Requerido para Verificar líquido de frenos,23.31,106.53
1104,1474,37,4.11,Unidad,Requerido para Verificar líquido de frenos,1.38,5.67
1105,1475,62,2.50,Unidad,Requerido para Cambiar aceite de motor,99.38,248.45
1106,1476,53,3.03,Unidad,Requerido para Cambiar empaques,1053.50,3192.11
1107,1476,62,1.47,Unidad,Requerido para Cambiar empaques,99.38,146.09
1108,1476,49,4.89,Unidad,Requerido para Cambiar empaques,4.68,22.89
1109,1478,52,1.90,Unidad,Requerido para Ajustar frenos,218.84,415.80
1110,1479,21,1.30,Unidad,Requerido para Verificar cilindros,5.01,6.51
1111,1480,51,2.76,Unidad,Requerido para Revisar luces de trabajo,45.82,126.46
1112,1480,7,2.56,Unidad,Requerido para Revisar luces de trabajo,40.85,104.58
1113,1480,18,3.23,Unidad,Requerido para Revisar luces de trabajo,176.73,570.84
1114,1481,50,2.97,Kg,Requerido para Engrasar puntos de lubricación,18.78,55.78
1115,1483,61,4.35,Pliego,Requerido para Limpiar filtros de aire acondicionado,1.73,7.53
1116,1483,52,3.95,Unidad,Requerido para Limpiar filtros de aire acondicionado,218.84,864.42
1117,1488,71,4.03,Unidad,Requerido para Inspeccionar correas,100.49,404.97
1118,1488,31,4.49,Unidad,Requerido para Inspeccionar correas,25.38,113.96
1119,1489,48,4.21,Pliego,Requerido para Cambiar bocinas,1.57,6.61
1120,1489,59,2.28,Unidad,Requerido para Cambiar bocinas,0.59,1.35
1121,1489,68,2.85,Unidad,Requerido para Cambiar bocinas,323.88,923.06
1122,1491,5,1.22,Kg,Requerido para Revisar inyectores,13.83,16.87
1123,1491,41,4.16,Unidad,Requerido para Revisar inyectores,0.48,2.00
1124,1497,58,2.16,Unidad,Requerido para Cambiar aceite de transmisión,3.64,7.86
1125,1500,74,1.03,Unidad,Requerido para Verificar alternador,217.94,224.48
1126,1502,75,1.97,Rollo,Requerido para Cambiar filtro de aceite,15.57,30.67
1127,1502,58,2.25,Unidad,Requerido para Cambiar filtro de aceite,3.64,8.19
1128,1504,78,2.80,Unidad,Requerido para Inspeccionar DPF,3.29,9.21
1129,1504,66,4.37,Litro,Requerido para Inspeccionar DPF,34.56,151.03
1130,1504,52,4.05,Unidad,Requerido para Inspeccionar DPF,218.84,886.30
1131,1505,79,2.10,Unidad,Requerido para Revisar inyectores,0.54,1.13
1132,1505,64,4.93,Unidad,Requerido para Revisar inyectores,56.35,277.81
1133,1506,35,3.31,Unidad,Requerido para Inspeccionar desgaste,2.72,9.00
1134,1506,34,4.20,Spray,Requerido para Inspeccionar desgaste,12.09,50.78
1135,1508,44,4.43,Unidad,Requerido para Lavar equipo completo,88.15,390.50
1136,1510,46,1.45,Litro,Requerido para Verificar bomba de combustible,27.33,39.63
1137,1510,17,2.25,Unidad,Requerido para Verificar bomba de combustible,3202.55,7205.74
1138,1511,36,1.48,Unidad,Requerido para Ajustar tensión,2.74,4.06
1139,1511,38,2.19,Unidad,Requerido para Ajustar tensión,0.47,1.03
1140,1511,76,4.62,Unidad,Requerido para Ajustar tensión,1.67,7.72
1141,1512,4,2.64,Litro,Requerido para Ajustar embrague,27.70,73.13
1142,1512,33,3.75,Spray,Requerido para Ajustar embrague,16.08,60.30
1143,1512,39,2.67,Kit,Requerido para Ajustar embrague,47.51,126.85
1144,1513,2,3.31,Litro,Requerido para Cambiar empaques,17.88,59.18
1145,1513,66,1.45,Litro,Requerido para Cambiar empaques,34.56,50.11
1146,1514,68,3.37,Unidad,Requerido para Cambiar aceite hidráulico,323.88,1091.48
1147,1518,1,1.67,Litro,Requerido para Revisar bomba de agua,26.81,44.77
1148,1518,31,3.57,Unidad,Requerido para Revisar bomba de agua,25.38,90.61
1149,1518,46,2.77,Litro,Requerido para Revisar bomba de agua,27.33,75.70
1150,1519,67,2.86,Unidad,Requerido para Soldar refuerzos,3.52,10.07
1151,1521,42,4.88,Unidad,Requerido para Revisar nivel de refrigerante,14.16,69.10
1152,1521,34,2.55,Spray,Requerido para Revisar nivel de refrigerante,12.09,30.83
1153,1521,45,2.77,Unidad,Requerido para Revisar nivel de refrigerante,58.60,162.32
1154,1522,63,2.52,Unidad,Requerido para Revisar mangueras,6.08,15.32
1155,1522,3,3.12,Litro,Requerido para Revisar mangueras,36.87,115.03
1156,1522,30,1.08,Kg,Requerido para Revisar mangueras,7.86,8.49
1157,1523,3,3.65,Litro,Requerido para Revisar convertidor,36.87,134.58
1158,1524,67,1.91,Unidad,Requerido para Verificar silenciador,3.52,6.72
1159,1524,45,1.61,Unidad,Requerido para Verificar silenciador,58.60,94.35
1160,1525,55,3.85,Kg,Requerido para Cambiar cañerías,10.52,40.50
1161,1528,63,3.68,Unidad,Requerido para Verificar líquido de frenos,6.08,22.37
1162,1528,21,2.34,Unidad,Requerido para Verificar líquido de frenos,5.01,11.72
1163,1528,74,4.90,Unidad,Requerido para Verificar líquido de frenos,217.94,1067.91
1164,1529,14,3.90,Litro,Requerido para Verificar cilindros,32.61,127.18
1165,1529,79,3.52,Unidad,Requerido para Verificar cilindros,0.54,1.90
1166,1529,11,2.53,Unidad,Requerido para Verificar cilindros,146.31,370.16
1167,1531,9,3.69,Unidad,Requerido para Pintar partes oxidadas,119.93,442.54
1168,1532,29,4.01,Unidad,Requerido para Cambiar filtro de combustible,2414.37,9681.62
1169,1535,61,3.32,Pliego,Requerido para Revisar terminales,1.73,5.74
1170,1535,45,3.48,Unidad,Requerido para Revisar terminales,58.60,203.93
1171,1537,32,2.05,Rollo,Requerido para Verificar termostato,12.22,25.05
1172,1537,13,2.15,Litro,Requerido para Verificar termostato,21.90,47.09
1173,1544,73,3.18,Litro,Requerido para Verificar cilindros,24.39,77.56
1174,1544,38,4.32,Unidad,Requerido para Verificar cilindros,0.47,2.03
1175,1544,26,2.06,Metro,Requerido para Verificar cilindros,70.24,144.69
1176,1546,78,4.84,Unidad,Requerido para Limpiar filtros de aire acondicionado,3.29,15.92
1177,1546,11,2.36,Unidad,Requerido para Limpiar filtros de aire acondicionado,146.31,345.29
1178,1547,26,4.97,Metro,Requerido para Verificar alternador,70.24,349.09
1179,1547,64,1.32,Unidad,Requerido para Verificar alternador,56.35,74.38
1180,1547,7,2.42,Unidad,Requerido para Verificar alternador,40.85,98.86
1181,1554,38,1.06,Unidad,Requerido para Revisar luces de trabajo,0.47,0.50
1182,1554,35,1.74,Unidad,Requerido para Revisar luces de trabajo,2.72,4.73
1183,1554,36,2.33,Unidad,Requerido para Revisar luces de trabajo,2.74,6.38
1184,1558,49,2.06,Unidad,Requerido para Limpiar pre-filtro,4.68,9.64
1185,1558,78,3.15,Unidad,Requerido para Limpiar pre-filtro,3.29,10.36
1186,1558,27,4.74,Unidad,Requerido para Limpiar pre-filtro,35.91,170.21
1187,1561,62,4.21,Unidad,Requerido para Limpiar radiador,99.38,418.39
1188,1561,68,1.07,Unidad,Requerido para Limpiar radiador,323.88,346.55
1189,1563,72,1.58,Unidad,Requerido para Cambiar empaques,5.86,9.26
1190,1563,56,2.97,Unidad,Requerido para Cambiar empaques,17.23,51.17
1191,1563,57,1.59,Unidad,Requerido para Cambiar empaques,133.39,212.09
1192,1564,63,4.71,Unidad,Requerido para Revisar nivel de refrigerante,6.08,28.64
1193,1564,57,2.83,Unidad,Requerido para Revisar nivel de refrigerante,133.39,377.49
1194,1568,79,1.68,Unidad,Requerido para Verificar sprockets,0.54,0.91
1195,1568,49,3.95,Unidad,Requerido para Verificar sprockets,4.68,18.49
1196,1571,4,2.04,Litro,Requerido para Reparar abolladuras,27.70,56.51
1197,1572,66,2.03,Litro,Requerido para Ajustar embrague,34.56,70.16
1198,1572,50,2.73,Kg,Requerido para Ajustar embrague,18.78,51.27
1199,1573,2,4.52,Litro,Requerido para Ajustar pernos de rueda,17.88,80.82
1200,1573,75,4.68,Rollo,Requerido para Ajustar pernos de rueda,15.57,72.87
1201,1573,36,3.88,Unidad,Requerido para Ajustar pernos de rueda,2.74,10.63
1202,1574,67,2.86,Unidad,Requerido para Cambiar sellos de cilindro,3.52,10.07
1203,1575,67,4.11,Unidad,Requerido para Cambiar filtro de aceite,3.52,14.47
1204,1575,41,1.58,Unidad,Requerido para Cambiar filtro de aceite,0.48,0.76
1205,1576,64,2.23,Unidad,Requerido para Verificar bomba de combustible,56.35,125.66
1206,1586,34,1.47,Spray,Requerido para Revisar luces de trabajo,12.09,17.77
1207,1588,79,2.66,Unidad,Requerido para Limpiar radiador,0.54,1.44
1208,1591,25,3.48,Unidad,Requerido para Verificar motor de arranque,269.56,938.07
1209,1593,65,2.51,Unidad,Requerido para Cambiar aceite de transmisión,1.94,4.87
1210,1593,79,3.93,Unidad,Requerido para Cambiar aceite de transmisión,0.54,2.12
1211,1595,74,2.13,Unidad,Requerido para Inspeccionar correas,217.94,464.21
1212,1595,68,3.75,Unidad,Requerido para Inspeccionar correas,323.88,1214.55
1213,1597,80,1.94,Unidad,Requerido para Pintar partes oxidadas,172.31,334.28
1214,1597,31,2.10,Unidad,Requerido para Pintar partes oxidadas,25.38,53.30
1215,1600,60,4.95,Unidad,Requerido para Revisar asiento,3.00,14.85
1216,1603,71,4.47,Unidad,Requerido para Cambiar aceite de transmisión,100.49,449.19
1217,1603,27,4.34,Unidad,Requerido para Cambiar aceite de transmisión,35.91,155.85
1218,1604,37,1.53,Unidad,Requerido para Verificar motor de arranque,1.38,2.11
1219,1604,64,2.53,Unidad,Requerido para Verificar motor de arranque,56.35,142.57
1220,1604,63,2.15,Unidad,Requerido para Verificar motor de arranque,6.08,13.07
1221,1606,45,4.01,Unidad,Requerido para Revisar vidrios,58.60,234.99
1222,1608,9,1.50,Unidad,Requerido para Cambiar refrigerante,119.93,179.90
1223,1608,36,3.78,Unidad,Requerido para Cambiar refrigerante,2.74,10.36
1224,1609,26,3.44,Metro,Requerido para Verificar pasadores,70.24,241.63
1225,1609,60,4.66,Unidad,Requerido para Verificar pasadores,3.00,13.98
1226,1609,7,2.59,Unidad,Requerido para Verificar pasadores,40.85,105.80
1227,1611,38,2.22,Unidad,Requerido para Verificar funcionamiento de motor,0.47,1.04
1228,1611,49,2.93,Unidad,Requerido para Verificar funcionamiento de motor,4.68,13.71
1229,1611,42,1.84,Unidad,Requerido para Verificar funcionamiento de motor,14.16,26.05
1230,1615,14,3.16,Litro,Requerido para Verificar bomba de combustible,32.61,103.05
1231,1628,57,2.38,Unidad,Requerido para Cambiar cañerías,133.39,317.47
1232,1628,38,2.59,Unidad,Requerido para Cambiar cañerías,0.47,1.22
1233,1628,50,2.97,Kg,Requerido para Cambiar cañerías,18.78,55.78
1234,1629,42,2.91,Unidad,Requerido para Cambiar bocinas,14.16,41.21
1235,1630,33,2.24,Spray,Requerido para Medir presiones de bomba,16.08,36.02
1236,1630,79,4.35,Unidad,Requerido para Medir presiones de bomba,0.54,2.35
1237,1630,34,4.37,Spray,Requerido para Medir presiones de bomba,12.09,52.83
1238,1631,77,2.31,Metro,Requerido para Cambiar filtro de cabina,71.69,165.60
1239,1632,19,2.31,Unidad,Requerido para Inspeccionar desgaste,895.75,2069.18
1240,1634,39,4.13,Kit,Requerido para Cambiar filtro de aire,47.51,196.22
1241,1634,27,2.75,Unidad,Requerido para Cambiar filtro de aire,35.91,98.75
1242,1638,46,3.50,Litro,Requerido para Cambiar aceite de transmisión,27.33,95.66
1243,1640,31,3.42,Unidad,Requerido para Revisar nivel de refrigerante,25.38,86.80
1244,1640,56,4.41,Unidad,Requerido para Revisar nivel de refrigerante,17.23,75.98
1245,1641,34,2.87,Spray,Requerido para Revisar luces de trabajo,12.09,34.70
1246,1641,4,1.49,Litro,Requerido para Revisar luces de trabajo,27.70,41.27
1247,1653,38,2.80,Unidad,Requerido para Limpiar filtros de aire acondicionado,0.47,1.32
1248,1653,59,3.21,Unidad,Requerido para Limpiar filtros de aire acondicionado,0.59,1.89
1249,1661,19,2.93,Unidad,Requerido para Revisar vidrios,895.75,2624.55
1250,1661,64,4.38,Unidad,Requerido para Revisar vidrios,56.35,246.81
1251,1661,48,4.91,Pliego,Requerido para Revisar vidrios,1.57,7.71
1252,1665,65,4.78,Unidad,Requerido para Inspeccionar DPF,1.94,9.27
1253,1665,72,1.03,Unidad,Requerido para Inspeccionar DPF,5.86,6.04
1254,1666,7,1.79,Unidad,Requerido para Ajustar embrague,40.85,73.12
1255,1666,61,2.28,Pliego,Requerido para Ajustar embrague,1.73,3.94
1256,1666,76,3.46,Unidad,Requerido para Ajustar embrague,1.67,5.78
1257,1668,62,1.98,Unidad,Requerido para Verificar sprockets,99.38,196.77
1258,1668,38,4.76,Unidad,Requerido para Verificar sprockets,0.47,2.24
1259,1668,66,1.99,Litro,Requerido para Verificar sprockets,34.56,68.77
1260,1670,69,2.34,Litro,Requerido para Tomar muestra de aceite,26.98,63.13
1261,1670,64,4.22,Unidad,Requerido para Tomar muestra de aceite,56.35,237.80
1262,1674,9,3.13,Unidad,Requerido para Cambiar cañerías,119.93,375.38
1263,1674,5,4.89,Kg,Requerido para Cambiar cañerías,13.83,67.63
1264,1674,13,4.69,Litro,Requerido para Cambiar cañerías,21.90,102.71
1265,1675,5,1.26,Kg,Requerido para Soldar refuerzos,13.83,17.43
1266,1677,76,1.02,Unidad,Requerido para Verificar controles,1.67,1.70
1267,1683,35,2.95,Unidad,Requerido para Lavar equipo completo,2.72,8.02
1268,1683,63,1.18,Unidad,Requerido para Lavar equipo completo,6.08,7.17
1269,1686,76,2.85,Unidad,Requerido para Cambiar filtro de aire,1.67,4.76
1270,1686,5,4.60,Kg,Requerido para Cambiar filtro de aire,13.83,63.62
1271,1686,12,3.30,Unidad,Requerido para Cambiar filtro de aire,96.61,318.81
1272,1687,15,4.30,Litro,Requerido para Revisar asiento,18.94,81.44
1273,1689,34,3.62,Spray,Requerido para Revisar tensión de cadena,12.09,43.77
1274,1689,61,1.54,Pliego,Requerido para Revisar tensión de cadena,1.73,2.66
1275,1692,37,4.07,Unidad,Requerido para Lavar equipo completo,1.38,5.62
1276,1692,53,3.95,Unidad,Requerido para Lavar equipo completo,1053.50,4161.33
1277,1696,2,3.24,Litro,Requerido para Reparar pinchazo,17.88,57.93
1278,1696,78,4.04,Unidad,Requerido para Reparar pinchazo,3.29,13.29
1279,1696,22,4.37,Unidad,Requerido para Reparar pinchazo,33.32,145.61
1280,1697,17,4.94,Unidad,Requerido para Verificar pasadores,3202.55,15820.60
1281,1697,56,3.78,Unidad,Requerido para Verificar pasadores,17.23,65.13
1282,1697,9,3.90,Unidad,Requerido para Verificar pasadores,119.93,467.73
1283,1701,2,1.14,Litro,Requerido para Lavar equipo completo,17.88,20.38
1284,1702,11,1.35,Unidad,Requerido para Revisar asiento,146.31,197.52
1285,1702,70,4.34,Unidad,Requerido para Revisar asiento,48.52,210.58
1286,1703,37,4.24,Unidad,Requerido para Engrasar articulaciones,1.38,5.85
1287,1703,19,4.27,Unidad,Requerido para Engrasar articulaciones,895.75,3824.85
1288,1706,14,1.59,Litro,Requerido para Rotar neumáticos,32.61,51.85
1289,1708,4,3.27,Litro,Requerido para Revisar convertidor,27.70,90.58
1290,1712,22,4.42,Unidad,Requerido para Purgar sistema de frenos,33.32,147.27
1291,1712,31,3.33,Unidad,Requerido para Purgar sistema de frenos,25.38,84.52
1292,1713,70,4.18,Unidad,Requerido para Ajustar tensión,48.52,202.81
1293,1714,79,1.76,Unidad,Requerido para Inspeccionar desgaste,0.54,0.95
1294,1714,39,4.92,Kit,Requerido para Inspeccionar desgaste,47.51,233.75
1295,1716,49,2.19,Unidad,Requerido para Cambiar cañerías,4.68,10.25
1296,1718,73,4.44,Litro,Requerido para Tomar muestra de aceite,24.39,108.29
1297,1718,4,3.41,Litro,Requerido para Tomar muestra de aceite,27.70,94.46
1298,1718,60,1.26,Unidad,Requerido para Tomar muestra de aceite,3.00,3.78
1299,1725,11,3.49,Unidad,Requerido para Cambiar filtro de cabina,146.31,510.62
1300,1725,40,1.06,Unidad,Requerido para Cambiar filtro de cabina,23.36,24.76
1301,1728,65,4.23,Unidad,Requerido para Cambiar refrigerante,1.94,8.21
1302,1729,47,2.86,Kg,Requerido para Revisar batería,9.44,27.00
1303,1729,38,4.40,Unidad,Requerido para Revisar batería,0.47,2.07
1304,1729,64,1.43,Unidad,Requerido para Revisar batería,56.35,80.58
1305,1730,22,1.46,Unidad,Requerido para Ajustar tensión,33.32,48.65
1306,1730,36,3.91,Unidad,Requerido para Ajustar tensión,2.74,10.71
1307,1733,28,4.53,Unidad,Requerido para Verificar presión,1222.27,5536.88
1308,1733,38,4.09,Unidad,Requerido para Verificar presión,0.47,1.92
1309,1733,60,2.95,Unidad,Requerido para Verificar presión,3.00,8.85
1310,1738,49,2.67,Unidad,Requerido para Cambiar filtro de cabina,4.68,12.50
1311,1738,80,3.32,Unidad,Requerido para Cambiar filtro de cabina,172.31,572.07
1312,1739,60,1.15,Unidad,Requerido para Verificar controles,3.00,3.45
1313,1739,49,2.59,Unidad,Requerido para Verificar controles,4.68,12.12
1314,1740,62,1.04,Unidad,Requerido para Reparar abolladuras,99.38,103.36
1315,1740,16,1.60,Unidad,Requerido para Reparar abolladuras,4290.92,6865.47
1316,1744,80,2.37,Unidad,Requerido para Revisar bomba de agua,172.31,408.37
1317,1745,56,2.81,Unidad,Requerido para Revisar pastillas,17.23,48.42
1318,1745,59,2.14,Unidad,Requerido para Revisar pastillas,0.59,1.26
1319,1747,54,2.70,Kg,Requerido para Inspeccionar conexiones,13.04,35.21
1320,1749,8,3.22,Unidad,Requerido para Inspeccionar correas,41.64,134.08
1321,1749,38,3.26,Unidad,Requerido para Inspeccionar correas,0.47,1.53
1322,1749,50,3.08,Kg,Requerido para Inspeccionar correas,18.78,57.84
1323,1750,63,1.98,Unidad,Requerido para Cambiar aceite de transmisión,6.08,12.04
1324,1752,37,3.21,Unidad,Requerido para Cambiar filtro de aire,1.38,4.43
1325,1752,2,2.74,Litro,Requerido para Cambiar filtro de aire,17.88,48.99
1326,1753,56,4.27,Unidad,Requerido para Cambiar aceite hidráulico,17.23,73.57
1327,1753,32,4.73,Rollo,Requerido para Cambiar aceite hidráulico,12.22,57.80
1328,1756,17,4.44,Unidad,Requerido para Revisar asiento,3202.55,14219.32
1329,1756,32,3.60,Rollo,Requerido para Revisar asiento,12.22,43.99
1330,1757,17,2.31,Unidad,Requerido para Revisar nivel de refrigerante,3202.55,7397.89
1331,1757,13,1.08,Litro,Requerido para Revisar nivel de refrigerante,21.90,23.65
1332,1757,75,3.15,Rollo,Requerido para Revisar nivel de refrigerante,15.57,49.05
1333,1758,48,1.80,Pliego,Requerido para Revisar asiento,1.57,2.83
1334,1758,54,2.88,Kg,Requerido para Revisar asiento,13.04,37.56
1335,1759,58,1.16,Unidad,Requerido para Alinear dirección,3.64,4.22
1336,1762,20,1.42,Metro,Requerido para Reparar pinchazo,23.31,33.10
1337,1763,24,4.31,Unidad,Requerido para Cambiar cañerías,42.98,185.24
1338,1766,53,1.19,Unidad,Requerido para Revisar bomba de dirección,1053.50,1253.67
1339,1766,66,2.02,Litro,Requerido para Revisar bomba de dirección,34.56,69.81
1340,1767,22,4.24,Unidad,Requerido para Revisar dientes,33.32,141.28
1341,1767,79,2.16,Unidad,Requerido para Revisar dientes,0.54,1.17
1342,1769,52,4.44,Unidad,Requerido para Verificar termostato,218.84,971.65
1343,1769,64,3.05,Unidad,Requerido para Verificar termostato,56.35,171.87
1344,1772,58,1.54,Unidad,Requerido para Cambiar aceite hidráulico,3.64,5.61
1345,1772,45,1.09,Unidad,Requerido para Cambiar aceite hidráulico,58.60,63.87
1346,1774,58,4.13,Unidad,Requerido para Medir presiones de bomba,3.64,15.03
1347,1775,69,1.56,Litro,Requerido para Revisar terminales,26.98,42.09
1348,1775,49,1.79,Unidad,Requerido para Revisar terminales,4.68,8.38
1349,1776,77,3.54,Metro,Requerido para Inspeccionar conexiones,71.69,253.78
1350,1777,53,1.47,Unidad,Requerido para Cambiar aceite de transmisión,1053.50,1548.65
1351,1779,34,2.23,Spray,Requerido para Limpiar trampa de agua,12.09,26.96
1352,1779,26,3.13,Metro,Requerido para Limpiar trampa de agua,70.24,219.85
1353,1779,6,3.03,Kg,Requerido para Limpiar trampa de agua,11.87,35.97
1354,1780,10,3.63,Unidad,Requerido para Lavar equipo completo,79.32,287.93
1355,1780,18,2.39,Unidad,Requerido para Lavar equipo completo,176.73,422.38
1356,1781,56,1.15,Unidad,Requerido para Inspeccionar DPF,17.23,19.81
1357,1782,80,4.55,Unidad,Requerido para Revisar bomba de agua,172.31,784.01
1358,1782,40,1.08,Unidad,Requerido para Revisar bomba de agua,23.36,25.23
1359,1782,58,3.45,Unidad,Requerido para Revisar bomba de agua,3.64,12.56
1360,1783,65,3.34,Unidad,Requerido para Cambiar filtro de cabina,1.94,6.48
1361,1787,62,4.03,Unidad,Requerido para Drenar tanque,99.38,400.50
1362,1787,63,3.01,Unidad,Requerido para Drenar tanque,6.08,18.30
1363,1787,32,1.44,Rollo,Requerido para Drenar tanque,12.22,17.60
1364,1790,62,1.22,Unidad,Requerido para Engrasar articulaciones,99.38,121.24
1365,1790,72,3.89,Unidad,Requerido para Engrasar articulaciones,5.86,22.80
1366,1790,33,4.13,Spray,Requerido para Engrasar articulaciones,16.08,66.41
1367,1791,36,4.26,Unidad,Requerido para Ajustar embrague,2.74,11.67
1368,1791,60,3.19,Unidad,Requerido para Ajustar embrague,3.00,9.57
1369,1792,66,4.52,Litro,Requerido para Medir desgaste de zapatas,34.56,156.21
1370,1792,78,3.84,Unidad,Requerido para Medir desgaste de zapatas,3.29,12.63
1371,1800,66,3.49,Litro,Requerido para Reparar abolladuras,34.56,120.61
1372,1800,41,3.55,Unidad,Requerido para Reparar abolladuras,0.48,1.70
1373,1800,48,1.45,Pliego,Requerido para Reparar abolladuras,1.57,2.28
1374,1801,2,4.59,Litro,Requerido para Verificar cilindros,17.88,82.07
1375,1802,77,4.63,Metro,Requerido para Pintar partes oxidadas,71.69,331.92
1376,1802,51,4.01,Unidad,Requerido para Pintar partes oxidadas,45.82,183.74
1377,1802,64,3.35,Unidad,Requerido para Pintar partes oxidadas,56.35,188.77
1378,1804,12,4.42,Unidad,Requerido para Revisar dientes,96.61,427.02
1379,1804,74,3.97,Unidad,Requerido para Revisar dientes,217.94,865.22
1380,1804,45,3.66,Unidad,Requerido para Revisar dientes,58.60,214.48
1381,1808,35,3.10,Unidad,Requerido para Verificar motor de arranque,2.72,8.43
1382,1809,29,4.74,Unidad,Requerido para Limpiar radiador,2414.37,11444.11
1383,1809,20,1.88,Metro,Requerido para Limpiar radiador,23.31,43.82
1384,1810,68,1.55,Unidad,Requerido para Revisar cinturón de seguridad,323.88,502.01
1385,1811,15,2.34,Litro,Requerido para Revisar turbo,18.94,44.32
1386,1811,20,3.81,Metro,Requerido para Revisar turbo,23.31,88.81
1387,1813,59,1.84,Unidad,Requerido para Ajustar frenos,0.59,1.09
1388,1813,8,3.71,Unidad,Requerido para Ajustar frenos,41.64,154.48
1389,1813,62,4.07,Unidad,Requerido para Ajustar frenos,99.38,404.48
1390,1814,49,4.45,Unidad,Requerido para Revisar convertidor,4.68,20.83
1391,1818,24,1.76,Unidad,Requerido para Inspeccionar rodillos,42.98,75.64
1392,1818,9,4.85,Unidad,Requerido para Inspeccionar rodillos,119.93,581.66
1393,1818,19,1.30,Unidad,Requerido para Inspeccionar rodillos,895.75,1164.48
1394,1827,10,4.09,Unidad,Requerido para Pintar partes oxidadas,79.32,324.42
1395,1827,28,1.86,Unidad,Requerido para Pintar partes oxidadas,1222.27,2273.42
1396,1832,79,2.30,Unidad,Requerido para Reparar pinchazo,0.54,1.24
1397,1833,65,1.57,Unidad,Requerido para Purgar sistema de frenos,1.94,3.05
1398,1834,72,2.19,Unidad,Requerido para Inspeccionar DPF,5.86,12.83
1399,1834,25,3.60,Unidad,Requerido para Inspeccionar DPF,269.56,970.42
1400,1842,7,2.98,Unidad,Requerido para Inspeccionar conexiones,40.85,121.73
1401,1842,6,3.06,Kg,Requerido para Inspeccionar conexiones,11.87,36.32
1402,1847,40,1.62,Unidad,Requerido para Revisar soportes de motor,23.36,37.84
1403,1847,68,4.68,Unidad,Requerido para Revisar soportes de motor,323.88,1515.76
1404,1847,8,4.64,Unidad,Requerido para Revisar soportes de motor,41.64,193.21
1405,1848,17,4.96,Unidad,Requerido para Cambiar filtro de combustible,3202.55,15884.65
1406,1848,14,1.47,Litro,Requerido para Cambiar filtro de combustible,32.61,47.94
1407,1848,7,4.31,Unidad,Requerido para Cambiar filtro de combustible,40.85,176.06
1408,1849,59,3.45,Unidad,Requerido para Drenar tanque,0.59,2.04
1409,1849,71,3.62,Unidad,Requerido para Drenar tanque,100.49,363.77
1410,1850,42,1.74,Unidad,Requerido para Verificar juego,14.16,24.64
1411,1850,60,2.90,Unidad,Requerido para Verificar juego,3.00,8.70
1412,1850,32,3.97,Rollo,Requerido para Verificar juego,12.22,48.51
1413,1853,71,2.44,Unidad,Requerido para Tomar muestra de aceite,100.49,245.20
1414,1853,52,2.38,Unidad,Requerido para Tomar muestra de aceite,218.84,520.84
1415,1854,17,4.20,Unidad,Requerido para Revisar turbo,3202.55,13450.71
1416,1855,45,4.41,Unidad,Requerido para Cambiar filtro de cabina,58.60,258.43
1417,1855,14,4.85,Litro,Requerido para Cambiar filtro de cabina,32.61,158.16
1418,1857,14,3.74,Litro,Requerido para Cambiar sellos de cilindro,32.61,121.96
1419,1857,8,1.44,Unidad,Requerido para Cambiar sellos de cilindro,41.64,59.96
1420,1857,27,1.88,Unidad,Requerido para Cambiar sellos de cilindro,35.91,67.51
1421,1861,7,1.99,Unidad,Requerido para Revisar cinturón de seguridad,40.85,81.29
