id,plan_id,numero_orden,descripcion_componente,actividad,tiempo_min,tiempo_promedio,tiempo_max,costo_estimado,fecha_registro,fecha_actualizacion
1567,179,2,Sistema de Escape,Revisar tubo de escape,36,46,59,545.43,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1568,179,3,Tren de Rodaje,Verificar sprockets,18,29,59,269.95,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1569,179,4,Sistema de Lubricación,Verificar nivel de aceite,19,38,60,307.37,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1570,179,5,Sistema Eléctrico,Verificar motor de arranque,33,47,73,93.22,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1571,179,6,Carrocería,Reparar abolladuras,34,63,81,85.94,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1572,179,7,Sistema de Transmisión,Ajustar embrague,36,48,73,469.43,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1573,179,8,Neumáticos,Ajustar pernos de rueda,38,49,61,129.96,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1574,179,9,Sistema Hidráulico,Cambiar sellos de cilindro,27,54,83,444.01,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1575,179,10,Filtros,Cambiar filtro de aceite,31,57,70,478.08,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1576,179,11,Sistema de Combustible,Verificar bomba de combustible,18,32,60,395.05,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1577,179,12,Cabina,Revisar asiento,25,49,61,540.10,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1578,179,13,Motor,Revisar nivel de refrigerante,41,59,73,291.57,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1579,179,14,Sistema de Dirección,Engrasar articulaciones,36,49,66,357.36,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1580,179,15,Sistema de Frenos,Purgar sistema de frenos,37,51,68,96.14,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1581,180,1,Sistema de Dirección,Verificar juego,32,46,63,544.05,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1582,180,2,Neumáticos,Ajustar pernos de rueda,18,40,64,571.73,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1583,180,3,Motor,Revisar soportes de motor,19,39,62,515.44,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1584,180,4,Tren de Rodaje,Revisar tensión de cadena,23,37,63,539.38,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1585,181,1,Neumáticos,Ajustar pernos de rueda,31,41,66,512.15,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1586,181,2,Sistema Eléctrico,Revisar luces de trabajo,31,49,62,292.68,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1587,181,3,Carrocería,Reparar abolladuras,23,51,70,537.82,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1588,181,4,Sistema de Refrigeración,Limpiar radiador,44,65,77,335.09,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1589,181,5,Cuchara y Brazo,Cambiar bocinas,32,50,69,112.88,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1590,182,1,Filtros,Limpiar pre-filtro,42,55,71,467.23,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1591,182,2,Sistema Eléctrico,Verificar motor de arranque,29,45,56,92.25,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1592,182,3,Neumáticos,Ajustar pernos de rueda,41,69,79,219.63,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1593,182,4,Sistema de Transmisión,Cambiar aceite de transmisión,38,49,77,529.80,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1594,182,5,Sistema Hidráulico,Cambiar sellos de cilindro,39,68,86,574.41,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1595,182,6,Motor,Inspeccionar correas,28,54,75,481.72,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1596,182,7,Sistema de Frenos,Verificar líquido de frenos,44,74,97,473.59,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1597,182,8,Carrocería,Pintar partes oxidadas,37,51,73,118.29,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1598,183,1,Sistema de Dirección,Revisar bomba de dirección,29,44,57,141.17,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1599,183,2,Sistema de Combustible,Limpiar trampa de agua,45,68,97,348.26,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1600,183,3,Cabina,Revisar asiento,21,51,78,512.42,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1601,183,4,Neumáticos,Reparar pinchazo,38,61,72,461.38,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1602,183,5,Sistema de Lubricación,Tomar muestra de aceite,31,47,64,415.49,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1603,183,6,Sistema de Transmisión,Cambiar aceite de transmisión,16,35,55,254.81,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1604,183,7,Sistema Eléctrico,Verificar motor de arranque,45,65,87,576.12,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1605,183,8,Sistema de Escape,Verificar silenciador,22,38,63,182.62,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1606,183,9,Carrocería,Revisar vidrios,36,64,77,161.34,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1607,183,10,Sistema de Frenos,Revisar pastillas,36,60,83,457.73,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1608,183,11,Sistema de Refrigeración,Cambiar refrigerante,15,41,64,456.76,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1609,183,12,Cuchara y Brazo,Verificar pasadores,34,54,65,271.00,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1610,184,1,Sistema de Refrigeración,Limpiar radiador,26,36,60,595.45,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1611,184,2,Motor,Verificar funcionamiento de motor,30,54,83,95.85,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1612,184,3,Sistema de Escape,Revisar turbo,16,44,68,393.62,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1613,184,4,Sistema de Transmisión,Engrasar crucetas,43,63,79,444.40,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1614,184,5,Sistema de Lubricación,Cambiar aceite de motor,19,35,62,125.99,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1615,184,6,Sistema de Combustible,Verificar bomba de combustible,21,48,70,178.20,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1616,184,7,Sistema Hidráulico,Verificar cilindros,21,42,59,293.99,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1617,184,8,Sistema de Dirección,Verificar juego,18,32,57,104.32,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1618,184,9,Carrocería,Inspección visual,36,66,78,485.74,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1619,184,10,Sistema Eléctrico,Revisar luces de trabajo,16,43,67,440.63,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1620,184,11,Sistema de Frenos,Revisar pastillas,23,49,72,363.66,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1621,184,12,Cuchara y Brazo,Revisar dientes,26,37,47,122.54,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1622,184,13,Cabina,Verificar controles,40,59,74,130.11,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1623,184,14,Filtros,Cambiar filtro de combustible,28,57,70,379.10,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1624,184,15,Tren de Rodaje,Revisar tensión de cadena,29,46,60,234.99,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1625,185,1,Filtros,Cambiar filtro de aire,22,51,64,352.62,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1626,185,2,Neumáticos,Inspeccionar desgaste,35,56,73,128.15,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1627,185,3,Sistema de Transmisión,Ajustar embrague,31,48,65,139.73,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1628,185,4,Sistema de Combustible,Cambiar cañerías,26,42,54,236.79,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1629,186,1,Cuchara y Brazo,Cambiar bocinas,22,35,53,526.93,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1630,186,2,Sistema Hidráulico,Medir presiones de bomba,45,66,76,585.40,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1631,186,3,Filtros,Cambiar filtro de cabina,27,37,57,375.55,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1632,186,4,Neumáticos,Inspeccionar desgaste,20,48,77,450.56,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1633,186,5,Sistema de Combustible,Revisar inyectores,23,42,59,576.51,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1634,187,1,Filtros,Cambiar filtro de aire,24,41,66,281.22,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1635,187,2,Sistema de Lubricación,Engrasar puntos de lubricación,34,46,76,345.51,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1636,187,3,Sistema de Frenos,Purgar sistema de frenos,23,34,47,375.87,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1637,187,4,Carrocería,Revisar vidrios,33,57,71,494.18,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1638,187,5,Sistema de Transmisión,Cambiar aceite de transmisión,15,27,48,218.58,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1639,187,6,Tren de Rodaje,Verificar sprockets,30,46,58,312.71,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1640,187,7,Motor,Revisar nivel de refrigerante,40,69,85,153.04,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1641,187,8,Sistema Eléctrico,Revisar luces de trabajo,41,53,66,506.75,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1642,188,1,Sistema Eléctrico,Verificar alternador,30,60,79,284.56,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1643,188,2,Sistema Hidráulico,Cambiar sellos de cilindro,31,50,73,397.93,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1644,188,3,Sistema de Transmisión,Engrasar crucetas,41,70,95,270.00,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1645,188,4,Tren de Rodaje,Verificar sprockets,15,45,75,210.96,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1646,188,5,Sistema de Frenos,Revisar discos,26,53,65,323.54,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1647,188,6,Motor,Inspeccionar correas,31,56,81,199.29,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1648,188,7,Neumáticos,Reparar pinchazo,19,31,54,572.05,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1649,188,8,Sistema de Lubricación,Tomar muestra de aceite,15,26,46,295.27,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1650,188,9,Sistema de Escape,Cambiar empaques,37,59,80,428.23,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1651,188,10,Sistema de Combustible,Revisar inyectores,35,55,77,448.24,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1652,188,11,Sistema de Refrigeración,Limpiar radiador,34,47,66,576.25,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1653,188,12,Cabina,Limpiar filtros de aire acondicionado,29,58,68,314.29,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1654,189,1,Sistema de Dirección,Revisar terminales,26,40,59,157.54,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1655,189,2,Filtros,Limpiar pre-filtro,28,47,69,123.14,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1656,189,3,Neumáticos,Ajustar pernos de rueda,22,50,79,388.49,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1657,189,4,Sistema de Combustible,Drenar tanque,27,41,63,399.74,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1658,189,5,Motor,Revisar soportes de motor,38,51,70,550.24,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1659,189,6,Sistema Hidráulico,Revisar mangueras,27,38,64,559.60,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1660,189,7,Sistema de Lubricación,Verificar nivel de aceite,17,31,43,390.85,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1661,189,8,Carrocería,Revisar vidrios,38,59,79,369.18,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1662,189,9,Cabina,Verificar tablero,35,56,79,515.47,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1663,189,10,Sistema de Frenos,Ajustar frenos,43,60,87,405.75,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1664,189,11,Cuchara y Brazo,Revisar dientes,17,42,57,263.67,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1665,189,12,Sistema de Escape,Inspeccionar DPF,19,47,64,315.28,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1666,189,13,Sistema de Transmisión,Ajustar embrague,43,61,88,392.89,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1667,189,14,Sistema Eléctrico,Revisar batería,31,52,79,156.97,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1668,189,15,Tren de Rodaje,Verificar sprockets,44,72,100,278.11,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1669,190,1,Sistema de Combustible,Verificar bomba de combustible,35,57,80,447.25,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1670,190,2,Sistema de Lubricación,Tomar muestra de aceite,42,57,83,527.82,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1671,190,3,Sistema de Dirección,Verificar juego,15,33,61,135.62,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1672,190,4,Filtros,Limpiar pre-filtro,43,56,85,350.64,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1673,191,1,Sistema Hidráulico,Medir presiones de bomba,38,59,83,423.41,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1674,191,2,Sistema de Combustible,Cambiar cañerías,29,59,84,193.52,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1675,191,3,Cuchara y Brazo,Soldar refuerzos,17,45,67,409.75,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1676,191,4,Sistema de Transmisión,Revisar convertidor,45,74,84,591.16,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1677,191,5,Cabina,Verificar controles,36,56,66,322.64,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1678,192,1,Sistema Hidráulico,Verificar cilindros,32,62,76,445.51,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1679,192,2,Sistema de Transmisión,Revisar convertidor,41,59,72,520.71,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1680,192,3,Sistema de Lubricación,Verificar nivel de aceite,28,58,83,133.44,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1681,192,4,Sistema Eléctrico,Verificar alternador,45,68,91,433.83,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1682,192,5,Cabina,Verificar controles,29,42,53,377.57,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1683,192,6,Carrocería,Lavar equipo completo,22,36,57,293.71,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1684,192,7,Sistema de Frenos,Verificar líquido de frenos,17,45,75,87.60,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1685,192,8,Sistema de Refrigeración,Revisar mangueras,20,50,66,485.75,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1686,193,1,Filtros,Cambiar filtro de aire,20,39,54,406.93,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1687,193,2,Cabina,Revisar asiento,27,41,69,387.63,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1688,193,3,Sistema de Frenos,Verificar líquido de frenos,37,54,83,279.58,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1689,193,4,Tren de Rodaje,Revisar tensión de cadena,29,45,62,449.21,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1690,193,5,Sistema de Lubricación,Tomar muestra de aceite,39,64,92,559.23,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1691,193,6,Sistema Hidráulico,Medir presiones de bomba,28,48,61,95.31,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1692,193,7,Carrocería,Lavar equipo completo,18,38,58,89.01,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1693,193,8,Motor,Verificar funcionamiento de motor,28,43,59,179.46,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1694,193,9,Sistema de Dirección,Alinear dirección,18,30,44,598.62,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1695,193,10,Sistema de Combustible,Revisar inyectores,41,51,70,230.48,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1696,193,11,Neumáticos,Reparar pinchazo,27,50,75,462.77,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1697,193,12,Cuchara y Brazo,Verificar pasadores,40,54,65,121.57,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
1698,194,1,Filtros,Limpiar pre-filtro,36,49,68,114.74,Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time),Wed Dec 03 2025 12:03:21 GMT-0400 (Bolivia Time)
